Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Trondheim - Voll Plu;SN68863;20.01.2026;-0,7
Stavanger - Våland;SN44640;20.01.2026;4,1
Bergen - Florida;SN50540;20.01.2026;5,3
Bergen - Florida Uib;SN50539;20.01.2026;5,6
Bjørnholt;SN18500;21.01.2026;-3,7
Oslo - Blindern;SN18700;21.01.2026;-0,9
Oslo - Bygdøy Ii;SN18810;21.01.2026;-0,1
Oslo - Hovin;SN18210;21.01.2026;-0,8
Tryvannshøgda;SN18950;21.01.2026;-4,8
Trondheim - Voll;SN68860;21.01.2026;-0,3
Trondheim - Voll Plu;SN68863;21.01.2026;-0,4
Stavanger - Våland;SN44640;21.01.2026;6,4
Bergen - Florida;SN50540;21.01.2026;2,8
Bergen - Florida Uib;SN50539;21.01.2026;2,8
Bjørnholt;SN18500;22.01.2026;-3,5
Oslo - Blindern;SN18700;22.01.2026;-0,8
Oslo - Bygdøy Ii;SN18810;22.01.2026;-0,2
Oslo - Hovin;SN18210;22.01.2026;-0,8
Tryvannshøgda;SN18950;22.01.2026;-4,5
Trondheim - Voll;SN68860;22.01.2026;0,3
Trondheim - Voll Plu;SN68863;22.01.2026;0,2
Stavanger - Våland;SN44640;22.01.2026;2,4
Bergen - Florida;SN50540;22.01.2026;4,1
Bergen - Florida Uib;SN50539;22.01.2026;4
Bjørnholt;SN18500;23.01.2026;-5,2
Oslo - Blindern;SN18700;23.01.2026;-2,6
Oslo - Bygdøy Ii;SN18810;23.01.2026;-1,9
Oslo - Hovin;SN18210;23.01.2026;-2,6
Tryvannshøgda;SN18950;23.01.2026;-6,7
Trondheim - Voll;SN68860;23.01.2026;-3,5
Trondheim - Voll Plu;SN68863;23.01.2026;-3,7
Stavanger - Våland;SN44640;23.01.2026;0,4
Bergen - Florida;SN50540;23.01.2026;2,7
Bergen - Florida Uib;SN50539;23.01.2026;2,8
Bjørnholt;SN18500;24.01.2026;-6,2
Oslo - Blindern;SN18700;24.01.2026;-4
Oslo - Bygdøy Ii;SN18810;24.01.2026;-3,4
Oslo - Hovin;SN18210;24.01.2026;-4,3
Tryvannshøgda;SN18950;24.01.2026;-7,7
Trondheim - Voll;SN68860;24.01.2026;-4
Trondheim - Voll Plu;SN68863;24.01.2026;-4,1
Stavanger - Våland;SN44640;24.01.2026;0,3
Bergen - Florida;SN50540;24.01.2026;0,6
Bergen - Florida Uib;SN50539;24.01.2026;0,9
Bjørnholt;SN18500;25.01.2026;-6
Oslo - Blindern;SN18700;25.01.2026;-4
Oslo - Bygdøy Ii;SN18810;25.01.2026;-3,4
Oslo - Hovin;SN18210;25.01.2026;-4,3
Tryvannshøgda;SN18950;25.01.2026;-7,6
Trondheim - Voll;SN68860;25.01.2026;-5,1
Trondheim - Voll Plu;SN68863;25.01.2026;-5,1
Stavanger - Våland;SN44640;25.01.2026;0,3
Bergen - Florida;SN50540;25.01.2026;-0,3
Bergen - Florida Uib;SN50539;25.01.2026;-0,3
Bjørnholt;SN18500;26.01.2026;-5,7
Oslo - Blindern;SN18700;26.01.2026;-3,3
Oslo - Bygdøy Ii;SN18810;26.01.2026;-4,3
Oslo - Hovin;SN18210;26.01.2026;-4,9
Tryvannshøgda;SN18950;26.01.2026;-6,8
Trondheim - Voll;SN68860;26.01.2026;-8,4
Trondheim - Voll Plu;SN68863;26.01.2026;-8,5
Stavanger - Våland;SN44640;26.01.2026;-0,3
Bergen - Florida;SN50540;26.01.2026;-0,6
Bergen - Florida Uib;SN50539;26.01.2026;-0,6
Bjørnholt;SN18500;27.01.2026;-8,2
Oslo - Blindern;SN18700;27.01.2026;-5,9
Oslo - Bygdøy Ii;SN18810;27.01.2026;-5,3
Oslo - Hovin;SN18210;27.01.2026;-6,1
Tryvannshøgda;SN18950;27.01.2026;-7,8
Trondheim - Voll;SN68860;27.01.2026;-8,9
Trondheim - Voll Plu;SN68863;27.01.2026;-8,8
Stavanger - Våland;SN44640;27.01.2026;0
Bergen - Florida;SN50540;27.01.2026;0
Bergen - Florida Uib;SN50539;27.01.2026;0,2
Bjørnholt;SN18500;28.01.2026;-8,2
Oslo - Blindern;SN18700;28.01.2026;-6,2
Oslo - Bygdøy Ii;SN18810;28.01.2026;-5,6
Oslo - Hovin;SN18210;28.01.2026;-6,2
Tryvannshøgda;SN18950;28.01.2026;-9,9
Trondheim - Voll;SN68860;28.01.2026;-6,9
Trondheim - Voll Plu;SN68863;28.01.2026;-7,2
Stavanger - Våland;SN44640;28.01.2026;-1,4
Bergen - Florida;SN50540;28.01.2026;-0,5
Bergen - Florida Uib;SN50539;28.01.2026;-0,3
Bjørnholt;SN18500;29.01.2026;-9,7
Oslo - Blindern;SN18700;29.01.2026;-6,7
Oslo - Bygdøy Ii;SN18810;29.01.2026;-6
Oslo - Hovin;SN18210;29.01.2026;-6,8
Tryvannshøgda;SN18950;29.01.2026;-10,3
Trondheim - Voll;SN68860;29.01.2026;-10,2
Trondheim - Voll Plu;SN68863;29.01.2026;-10,4
Stavanger - Våland;SN44640;29.01.2026;-2,3
Bergen - Florida;SN50540;29.01.2026;-0,3
Bergen - Florida Uib;SN50539;29.01.2026;-0,2
Bjørnholt;SN18500;30.01.2026;-7,6
Oslo - Blindern;SN18700;30.01.2026;-5,3
Oslo - Bygdøy Ii;SN18810;30.01.2026;-4,3
Oslo - Hovin;SN18210;30.01.2026;-4,8
Tryvannshøgda;SN18950;30.01.2026;-9,1
Trondheim - Voll;SN68860;30.01.2026;-4,8
Trondheim - Voll Plu;SN68863;30.01.2026;-4,9
Stavanger - Våland;SN44640;30.01.2026;-1,5
Bergen - Florida;SN50540;30.01.2026;-2,4
Bergen - Florida Uib;SN50539;30.01.2026;-2,5
Bjørnholt;SN18500;31.01.2026;-7
Oslo - Blindern;SN18700;31.01.2026;-4,5
Oslo - Bygdøy Ii;SN18810;31.01.2026;-3,6
Oslo - Hovin;SN18210;31.01.2026;-4,5
Tryvannshøgda;SN18950;31.01.2026;-8,6
Trondheim - Voll;SN68860;31.01.2026;-4,2
Trondheim - Voll Plu;SN68863;31.01.2026;-4,3
Stavanger - Våland;SN44640;31.01.2026;-0,2
Bergen - Florida;SN50540;31.01.2026;0,5
Bergen - Florida Uib;SN50539;31.01.2026;0,5
Bjørnholt;SN18500;01.02.2026;-8
Oslo - Blindern;SN18700;01.02.2026;-5,1
Oslo - Bygdøy Ii;SN18810;01.02.2026;-4,2
Oslo - Hovin;SN18210;01.02.2026;-5,2
Tryvannshøgda;SN18950;01.02.2026;-8,5
Trondheim - Voll;SN68860;01.02.2026;-2,7
Trondheim - Voll Plu;SN68863;01.02.2026;-2,8
Stavanger - Våland;SN44640;01.02.2026;-0,4
Bergen - Florida;SN50540;01.02.2026;0,8
Bergen - Florida Uib;SN50539;01.02.2026;0,8
Bjørnholt;SN18500;02.02.2026;-8,3
Oslo - Blindern;SN18700;02.02.2026;-5,7
Oslo - Bygdøy Ii;SN18810;02.02.2026;-4,8
Oslo - Hovin;SN18210;02.02.2026;-5,7
Tryvannshøgda;SN18950;02.02.2026;-9,3
Trondheim - Voll;SN68860;02.02.2026;-4,8
Trondheim - Voll Plu;SN68863;02.02.2026;-5
Stavanger - Våland;SN44640;02.02.2026;-1,4
Bergen - Florida;SN50540;02.02.2026;-0,7
Bergen - Florida Uib;SN50539;02.02.2026;-0,8
Bjørnholt;SN18500;03.02.2026;-7,7
Oslo - Blindern;SN18700;03.02.2026;-5
Oslo - Bygdøy Ii;SN18810;03.02.2026;-4,5
Oslo - Hovin;SN18210;03.02.2026;-5,4
Tryvannshøgda;SN18950;03.02.2026;-9
Trondheim - Voll;SN68860;03.02.2026;-6,4
Trondheim - Voll Plu;SN68863;03.02.2026;-6,4
Stavanger - Våland;SN44640;03.02.2026;-0,6
Bergen - Florida;SN50540;03.02.2026;-1,1
Bergen - Florida Uib;SN50539;03.02.2026;-1
Bjørnholt;SN18500;04.02.2026;-8,1
Oslo - Blindern;SN18700;04.02.2026;-5,5
Oslo - Bygdøy Ii;SN18810;04.02.2026;-4,7
Oslo - Hovin;SN18210;04.02.2026;-5,6
Tryvannshøgda;SN18950;04.02.2026;-9,4
Trondheim - Voll;SN68860;04.02.2026;-3,7
Trondheim - Voll Plu;SN68863;04.02.2026;-3,7
Stavanger - Våland;SN44640;04.02.2026;-0,5
Bergen - Florida;SN50540;04.02.2026;1,4
Bergen - Florida Uib;SN50539;04.02.2026;1,3
Bjørnholt;SN18500;05.02.2026;-8,1
Oslo - Blindern;SN18700;05.02.2026;-6,4
Oslo - Bygdøy Ii;SN18810;05.02.2026;-5,6
Oslo - Hovin;SN18210;05.02.2026;-6,1
Tryvannshøgda;SN18950;05.02.2026;-10
Trondheim - Voll;SN68860;05.02.2026;-5,4
Trondheim - Voll Plu;SN68863;05.02.2026;-5,4
Stavanger - Våland;SN44640;05.02.2026;1,5
Bergen - Florida;SN50540;05.02.2026;1,3
Bergen - Florida Uib;SN50539;05.02.2026;1,5
Bjørnholt;SN18500;06.02.2026;-9,8
Oslo - Blindern;SN18700;06.02.2026;-6,7
Oslo - Bygdøy Ii;SN18810;06.02.2026;-5,9
Oslo - Hovin;SN18210;06.02.2026;-7
Tryvannshøgda;SN18950;06.02.2026;-10,6
Trondheim - Voll;SN68860;06.02.2026;-3,8
Trondheim - Voll Plu;SN68863;06.02.2026;-4
Stavanger - Våland;SN44640;06.02.2026;0,9
Bergen - Florida;SN50540;06.02.2026;3
Bergen - Florida Uib;SN50539;06.02.2026;3
Bjørnholt;SN18500;07.02.2026;-5,4
Oslo - Blindern;SN18700;07.02.2026;-2,4
Oslo - Bygdøy Ii;SN18810;07.02.2026;-1,9
Oslo - Hovin;SN18210;07.02.2026;-2,8
Tryvannshøgda;SN18950;07.02.2026;-6,4
Trondheim - Voll;SN68860;07.02.2026;-1,6
Trondheim - Voll Plu;SN68863;07.02.2026;-1,7
Stavanger - Våland;SN44640;07.02.2026;2,9
Bergen - Florida;SN50540;07.02.2026;4,1
Bergen - Florida Uib;SN50539;07.02.2026;4,2
Bjørnholt;SN18500;08.02.2026;-7,3
Oslo - Blindern;SN18700;08.02.2026;-3,1
Oslo - Bygdøy Ii;SN18810;08.02.2026;-2,3
Oslo - Hovin;SN18210;08.02.2026;-3,6
Tryvannshøgda;SN18950;08.02.2026;-6,9
Trondheim - Voll;SN68860;08.02.2026;-2,4
Trondheim - Voll Plu;SN68863;08.02.2026;-2,2
Stavanger - Våland;SN44640;08.02.2026;2,8
Bergen - Florida;SN50540;08.02.2026;4,2
Bergen - Florida Uib;SN50539;08.02.2026;4,2
Bjørnholt;SN18500;09.02.2026;-6,9
Oslo - Blindern;SN18700;09.02.2026;-5,2
Oslo - Bygdøy Ii;SN18810;09.02.2026;-4,4
Oslo - Hovin;SN18210;09.02.2026;-5,5
Tryvannshøgda;SN18950;09.02.2026;-8,6
Trondheim - Voll;SN68860;09.02.2026;-3,8
Trondheim - Voll Plu;SN68863;09.02.2026;-3,9
Stavanger - Våland;SN44640;09.02.2026;1,9
Bergen - Florida;SN50540;09.02.2026;5,5
Bergen - Florida Uib;SN50539;09.02.2026;5,4
Bjørnholt;SN18500;10.02.2026;-5,1
Oslo - Blindern;SN18700;10.02.2026;-5,8
Oslo - Bygdøy Ii;SN18810;10.02.2026;-5,5
Oslo - Hovin;SN18210;10.02.2026;-5,7
Tryvannshøgda;SN18950;10.02.2026;-6,5
Trondheim - Voll;SN68860;10.02.2026;-1,5
Trondheim - Voll Plu;SN68863;10.02.2026;-1,6
Stavanger - Våland;SN44640;10.02.2026;3,1
Bergen - Florida;SN50540;10.02.2026;3,9
Bergen - Florida Uib;SN50539;10.02.2026;4
Bjørnholt;SN18500;11.02.2026;-3,8
Oslo - Blindern;SN18700;11.02.2026;-2,3
Oslo - Bygdøy Ii;SN18810;11.02.2026;-1,8
Oslo - Hovin;SN18210;11.02.2026;-2,7
Tryvannshøgda;SN18950;11.02.2026;-5,7
Trondheim - Voll;SN68860;11.02.2026;-2,9
Trondheim - Voll Plu;SN68863;11.02.2026;-3
Stavanger - Våland;SN44640;11.02.2026;2,5
Bergen - Florida;SN50540;11.02.2026;2,7
Bergen - Florida Uib;SN50539;11.02.2026;2,8
Bjørnholt;SN18500;12.02.2026;-7,1
Oslo - Blindern;SN18700;12.02.2026;-4
Oslo - Bygdøy Ii;SN18810;12.02.2026;-3,3
Oslo - Hovin;SN18210;12.02.2026;-3,8
Tryvannshøgda;SN18950;12.02.2026;-8,1
Trondheim - Voll;SN68860;12.02.2026;-4,7
Trondheim - Voll Plu;SN68863;12.02.2026;-4,8
Stavanger - Våland;SN44640;12.02.2026;0,6
Bergen - Florida;SN50540;12.02.2026;1,7
Bergen - Florida Uib;SN50539;12.02.2026;1,9
Bjørnholt;SN18500;13.02.2026;-5,7
Oslo - Blindern;SN18700;13.02.2026;-5,4
Oslo - Bygdøy Ii;SN18810;13.02.2026;-4,8
Oslo - Hovin;SN18210;13.02.2026;-5,7
Tryvannshøgda;SN18950;13.02.2026;-8,6
Trondheim - Voll;SN68860;13.02.2026;-5,2
Trondheim - Voll Plu;SN68863;13.02.2026;-5,2
Stavanger - Våland;SN44640;13.02.2026;0,3
Bergen - Florida;SN50540;13.02.2026;0
Bergen - Florida Uib;SN50539;13.02.2026;0
Bjørnholt;SN18500;14.02.2026;-5,7
Oslo - Blindern;SN18700;14.02.2026;-5,2
Oslo - Bygdøy Ii;SN18810;14.02.2026;-5,3
Oslo - Hovin;SN18210;14.02.2026;-4,7
Tryvannshøgda;SN18950;14.02.2026;-7,5
Trondheim - Voll;SN68860;14.02.2026;-2,5
Trondheim - Voll Plu;SN68863;14.02.2026;-2,6
Stavanger - Våland;SN44640;14.02.2026;-0,3
Bergen - Florida;SN50540;14.02.2026;2,8
Bergen - Florida Uib;SN50539;14.02.2026;3,1
Bjørnholt;SN18500;15.02.2026;-4,8
Oslo - Blindern;SN18700;15.02.2026;-2,4
Oslo - Bygdøy Ii;SN18810;15.02.2026;-1,9
Oslo - Hovin;SN18210;15.02.2026;-2,6
Tryvannshøgda;SN18950;15.02.2026;-5,5
Trondheim - Voll;SN68860;15.02.2026;-1,7
Trondheim - Voll Plu;SN68863;15.02.2026;-1,6
Stavanger - Våland;SN44640;15.02.2026;2,7
Bergen - Florida;SN50540;15.02.2026;3,8
Bergen - Florida Uib;SN50539;15.02.2026;3,7
Bjørnholt;SN18500;16.02.2026;-4,5
Oslo - Blindern;SN18700;16.02.2026;-2,4
Oslo - Bygdøy Ii;SN18810;16.02.2026;-1,7
Oslo - Hovin;SN18210;16.02.2026;-2,5
Tryvannshøgda;SN18950;16.02.2026;-5,4
Trondheim - Voll;SN68860;16.02.2026;1,2
Trondheim - Voll Plu;SN68863;16.02.2026;1,2
Stavanger - Våland;SN44640;16.02.2026;1,6
Bergen - Florida;SN50540;16.02.2026;3,1
Bergen - Florida Uib;SN50539;16.02.2026;3,2
Bjørnholt;SN18500;17.02.2026;-4,8
Oslo - Blindern;SN18700;17.02.2026;-3
Oslo - Bygdøy Ii;SN18810;17.02.2026;-2,4
Oslo - Hovin;SN18210;17.02.2026;-3,3
Tryvannshøgda;SN18950;17.02.2026;-7,2
Trondheim - Voll;SN68860;17.02.2026;-1
Trondheim - Voll Plu;SN68863;17.02.2026;-1,2
Stavanger - Våland;SN44640;17.02.2026;1,5
Bergen - Florida;SN50540;17.02.2026;1,2
Bergen - Florida Uib;SN50539;17.02.2026;1,2
Bjørnholt;SN18500;18.02.2026;-3,3
Oslo - Blindern;SN18700;18.02.2026;-3,8
Oslo - Bygdøy Ii;SN18810;18.02.2026;-3,3
Oslo - Hovin;SN18210;18.02.2026;-4,4
Tryvannshøgda;SN18950;18.02.2026;-5,2
Trondheim - Voll;SN68860;18.02.2026;-0,4
Trondheim - Voll Plu;SN68863;18.02.2026;-0,4
Stavanger - Våland;SN44640;18.02.2026;3,1
Bergen - Florida;SN50540;18.02.2026;2,5
Bergen - Florida Uib;SN50539;18.02.2026;2,6
Bjørnholt;SN18500;19.02.2026;-2,6
Oslo - Blindern;SN18700;19.02.2026;-4
Oslo - Bygdøy Ii;SN18810;19.02.2026;-3,6
Oslo - Hovin;SN18210;19.02.2026;-4,2
Tryvannshøgda;SN18950;19.02.2026;-2,8
Trondheim - Voll;SN68860;19.02.2026;-0,1
Trondheim - Voll Plu;SN68863;19.02.2026;-0,3
Stavanger - Våland;SN44640;19.02.2026;3,5
Bergen - Florida;SN50540;19.02.2026;3,7
Bergen - Florida Uib;SN50539;19.02.2026;3,6
Bjørnholt;SN18500;20.02.2026;-3,2
Oslo - Blindern;SN18700;20.02.2026;-1
Oslo - Bygdøy Ii;SN18810;20.02.2026;-0,3
Oslo - Hovin;SN18210;20.02.2026;-0,7
Tryvannshøgda;SN18950;20.02.2026;-5
Trondheim - Voll;SN68860;20.02.2026;3,9
Trondheim - Voll Plu;SN68863;20.02.2026;3,8
Stavanger - Våland;SN44640;20.02.2026;3,2
Bergen - Florida;SN50540;20.02.2026;3,1
Bergen - Florida Uib;SN50539;20.02.2026;3,1
Bjørnholt;SN18500;21.02.2026;1,7
Oslo - Blindern;SN18700;21.02.2026;3
Oslo - Bygdøy Ii;SN18810;21.02.2026;5,2
Oslo - Hovin;SN18210;21.02.2026;2,9
Tryvannshøgda;SN18950;21.02.2026;-0,5
Trondheim - Voll;SN68860;21.02.2026;2,2
Trondheim - Voll Plu;SN68863;21.02.2026;2,2
Stavanger - Våland;SN44640;21.02.2026;5,9
Bergen - Florida;SN50540;21.02.2026;7,1
Bergen - Florida Uib;SN50539;21.02.2026;7,2
Bjørnholt;SN18500;22.02.2026;-2,6
Oslo - Blindern;SN18700;22.02.2026;-1
Oslo - Bygdøy Ii;SN18810;22.02.2026;-1,2
Oslo - Hovin;SN18210;22.02.2026;-1,5
Tryvannshøgda;SN18950;22.02.2026;-3,4
Trondheim - Voll;SN68860;22.02.2026;0,6
Trondheim - Voll Plu;SN68863;22.02.2026;1
Stavanger - Våland;SN44640;22.02.2026;5,5
Bergen - Florida;SN50540;22.02.2026;3,8
Bergen - Florida Uib;SN50539;22.02.2026;3,9
Bjørnholt;SN18500;23.02.2026;-1,7
Oslo - Blindern;SN18700;23.02.2026;0,1
Oslo - Bygdøy Ii;SN18810;23.02.2026;1,4
Oslo - Hovin;SN18210;23.02.2026;-0,2
Tryvannshøgda;SN18950;23.02.2026;-3,6
Trondheim - Voll;SN68860;23.02.2026;0,9
Trondheim - Voll Plu;SN68863;23.02.2026;0,8
Stavanger - Våland;SN44640;23.02.2026;6,8
Bergen - Florida;SN50540;23.02.2026;6,2
Bergen - Florida Uib;SN50539;23.02.2026;6,2
Bjørnholt;SN18500;24.02.2026;0,8
Oslo - Blindern;SN18700;24.02.2026;1,3
Oslo - Bygdøy Ii;SN18810;24.02.2026;1,6
Oslo - Hovin;SN18210;24.02.2026;0,8
Tryvannshøgda;SN18950;24.02.2026;-1,9
Trondheim - Voll;SN68860;24.02.2026;0,2
Trondheim - Voll Plu;SN68863;24.02.2026;0,2
Stavanger - Våland;SN44640;24.02.2026;8
Bergen - Florida;SN50540;24.02.2026;8,1
Bergen - Florida Uib;SN50539;24.02.2026;8,1
Bjørnholt;SN18500;25.02.2026;-2
Oslo - Blindern;SN18700;25.02.2026;0
Oslo - Bygdøy Ii;SN18810;25.02.2026;0,2
Oslo - Hovin;SN18210;25.02.2026;0,1
Tryvannshøgda;SN18950;25.02.2026;-2,6
Trondheim - Voll;SN68860;25.02.2026;3
Trondheim - Voll Plu;SN68863;25.02.2026;2,9
Stavanger - Våland;SN44640;25.02.2026;9
Bergen - Florida;SN50540;25.02.2026;8
Bergen - Florida Uib;SN50539;25.02.2026;8,1
Bjørnholt;SN18500;26.02.2026;1,1
Oslo - Blindern;SN18700;26.02.2026;2,5
Oslo - Bygdøy Ii;SN18810;26.02.2026;2,8
Oslo - Hovin;SN18210;26.02.2026;2,6
Tryvannshøgda;SN18950;26.02.2026;0,3
Trondheim - Voll;SN68860;26.02.2026;5
Trondheim - Voll Plu;SN68863;26.02.2026;4,7
Stavanger - Våland;SN44640;26.02.2026;7,5
Bergen - Florida;SN50540;26.02.2026;7,4
Bergen - Florida Uib;SN50539;26.02.2026;7,6
Bjørnholt;SN18500;27.02.2026;5,2
Oslo - Blindern;SN18700;27.02.2026;3,5
Oslo - Bygdøy Ii;SN18810;27.02.2026;3,6
Oslo - Hovin;SN18210;27.02.2026;3,3
Tryvannshøgda;SN18950;27.02.2026;3,7
Trondheim - Voll;SN68860;27.02.2026;7,2
Trondheim - Voll Plu;SN68863;27.02.2026;7,6
Stavanger - Våland;SN44640;27.02.2026;9,4
Bergen - Florida;SN50540;27.02.2026;8,3
Bergen - Florida Uib;SN50539;27.02.2026;8,3
Bjørnholt;SN18500;28.02.2026;4,5
Oslo - Blindern;SN18700;28.02.2026;2,5
Oslo - Bygdøy Ii;SN18810;28.02.2026;2,2
Oslo - Hovin;SN18210;28.02.2026;2,2
Tryvannshøgda;SN18950;28.02.2026;3,3
Trondheim - Voll;SN68860;28.02.2026;5,6
Trondheim - Voll Plu;SN68863;28.02.2026;5,6
Stavanger - Våland;SN44640;28.02.2026;6
Bergen - Florida;SN50540;28.02.2026;8,9
Bergen - Florida Uib;SN50539;28.02.2026;8,8
Bjørnholt;SN18500;01.03.2026;3,3
Oslo - Blindern;SN18700;01.03.2026;6,2
Oslo - Bygdøy Ii;SN18810;01.03.2026;6,6
Oslo - Hovin;SN18210;01.03.2026;4,6
Tryvannshøgda;SN18950;01.03.2026;2,8
Trondheim - Voll;SN68860;01.03.2026;4,1
Trondheim - Voll Plu;SN68863;01.03.2026;4
Stavanger - Våland;SN44640;01.03.2026;7,9
Bergen - Florida;SN50540;01.03.2026;6,9
Bergen - Florida Uib;SN50539;01.03.2026;6,8
Bjørnholt;SN18500;02.03.2026;1,1
Oslo - Blindern;SN18700;02.03.2026;2,4
Oslo - Bygdøy Ii;SN18810;02.03.2026;2,1
Oslo - Hovin;SN18210;02.03.2026;2,9
Tryvannshøgda;SN18950;02.03.2026;0,1
Trondheim - Voll;SN68860;02.03.2026;6,7
Trondheim - Voll Plu;SN68863;02.03.2026;6,6
Stavanger - Våland;SN44640;02.03.2026;8
Bergen - Florida;SN50540;02.03.2026;9,1
Bergen - Florida Uib;SN50539;02.03.2026;9,1
Bjørnholt;SN18500;03.03.2026;7
Oslo - Blindern;SN18700;03.03.2026;9,9
Oslo - Bygdøy Ii;SN18810;03.03.2026;10
Oslo - Hovin;SN18210;03.03.2026;8,9
Tryvannshøgda;SN18950;03.03.2026;5,5
Trondheim - Voll;SN68860;03.03.2026;7,1
Trondheim - Voll Plu;SN68863;03.03.2026;7
Stavanger - Våland;SN44640;03.03.2026;7,5
Bergen - Florida;SN50540;03.03.2026;7,6
Bergen - Florida Uib;SN50539;03.03.2026;7,6
Bjørnholt;SN18500;04.03.2026;8
Oslo - Blindern;SN18700;04.03.2026;8,4
Oslo - Bygdøy Ii;SN18810;04.03.2026;8
Oslo - Hovin;SN18210;04.03.2026;8,2
Tryvannshøgda;SN18950;04.03.2026;6,6
Trondheim - Voll;SN68860;04.03.2026;6,6
Trondheim - Voll Plu;SN68863;04.03.2026;6,5
Stavanger - Våland;SN44640;04.03.2026;9
Bergen - Florida;SN50540;04.03.2026;9,1
Bergen - Florida Uib;SN50539;04.03.2026;9
Bjørnholt;SN18500;05.03.2026;8,6
Oslo - Blindern;SN18700;05.03.2026;7,4
Oslo - Bygdøy Ii;SN18810;05.03.2026;6,2
Oslo - Hovin;SN18210;05.03.2026;6
Tryvannshøgda;SN18950;05.03.2026;7,1
Trondheim - Voll;SN68860;05.03.2026;5,6
Trondheim - Voll Plu;SN68863;05.03.2026;5,5
Stavanger - Våland;SN44640;05.03.2026;11,6
Bergen - Florida;SN50540;05.03.2026;11,6
Bergen - Florida Uib;SN50539;05.03.2026;11,6
Bjørnholt;SN18500;06.03.2026;6,6
Oslo - Blindern;SN18700;06.03.2026;2,6
Oslo - Bygdøy Ii;SN18810;06.03.2026;2,1
Oslo - Hovin;SN18210;06.03.2026;2,9
Tryvannshøgda;SN18950;06.03.2026;5,7
Trondheim - Voll;SN68860;06.03.2026;8,6
Trondheim - Voll Plu;SN68863;06.03.2026;8,2
Stavanger - Våland;SN44640;06.03.2026;8,7
Bergen - Florida;SN50540;06.03.2026;10,7
Bergen - Florida Uib;SN50539;06.03.2026;10,7
Bjørnholt;SN18500;07.03.2026;4,9
Oslo - Blindern;SN18700;07.03.2026;6,2
Oslo - Bygdøy Ii;SN18810;07.03.2026;5,7
Oslo - Hovin;SN18210;07.03.2026;5,9
Tryvannshøgda;SN18950;07.03.2026;4,7
Trondheim - Voll;SN68860;07.03.2026;5,7
Trondheim - Voll Plu;SN68863;07.03.2026;5,6
Stavanger - Våland;SN44640;07.03.2026;9,2
Bergen - Florida;SN50540;07.03.2026;8,4
Bergen - Florida Uib;SN50539;07.03.2026;8,5
Bjørnholt;SN18500;08.03.2026;6,2
Oslo - Blindern;SN18700;08.03.2026;6,4
Oslo - Bygdøy Ii;SN18810;08.03.2026;6,7
Oslo - Hovin;SN18210;08.03.2026;5,6
Tryvannshøgda;SN18950;08.03.2026;4,9
Trondheim - Voll;SN68860;08.03.2026;5,6
Trondheim - Voll Plu;SN68863;08.03.2026;5,6
Stavanger - Våland;SN44640;08.03.2026;6,1
Bergen - Florida;SN50540;08.03.2026;7,1
Bergen - Florida Uib;SN50539;08.03.2026;7,2
Bjørnholt;SN18500;09.03.2026;2,1
Oslo - Blindern;SN18700;09.03.2026;3,6
Oslo - Bygdøy Ii;SN18810;09.03.2026;3,4
Oslo - Hovin;SN18210;09.03.2026;3,7
Tryvannshøgda;SN18950;09.03.2026;2,5
Trondheim - Voll;SN68860;09.03.2026;5,6
Trondheim - Voll Plu;SN68863;09.03.2026;5,4
Stavanger - Våland;SN44640;09.03.2026;11,2
Bergen - Florida;SN50540;09.03.2026;7,8
Bergen - Florida Uib;SN50539;09.03.2026;7,9
Bjørnholt;SN18500;10.03.2026;1,6
Oslo - Blindern;SN18700;10.03.2026;1,1
Oslo - Bygdøy Ii;SN18810;10.03.2026;1,1
Oslo - Hovin;SN18210;10.03.2026;1
Tryvannshøgda;SN18950;10.03.2026;2,7
Trondheim - Voll;SN68860;10.03.2026;7,3
Trondheim - Voll Plu;SN68863;10.03.2026;7,2
Stavanger - Våland;SN44640;10.03.2026;8,3
Bergen - Florida;SN50540;10.03.2026;7,2
Bergen - Florida Uib;SN50539;10.03.2026;7,2
Bjørnholt;SN18500;11.03.2026;2,6
Oslo - Blindern;SN18700;11.03.2026;4,3
Oslo - Bygdøy Ii;SN18810;11.03.2026;4,7
Oslo - Hovin;SN18210;11.03.2026;4,9
Tryvannshøgda;SN18950;11.03.2026;1,7
Trondheim - Voll;SN68860;11.03.2026;9
Trondheim - Voll Plu;SN68863;11.03.2026;8,9
Stavanger - Våland;SN44640;11.03.2026;8,6
Bergen - Florida;SN50540;11.03.2026;8,3
Bergen - Florida Uib;SN50539;11.03.2026;8,3
Bjørnholt;SN18500;12.03.2026;2,3
Oslo - Blindern;SN18700;12.03.2026;4,6
Oslo - Bygdøy Ii;SN18810;12.03.2026;5,1
Oslo - Hovin;SN18210;12.03.2026;5,2
Tryvannshøgda;SN18950;12.03.2026;1,4
Trondheim - Voll;SN68860;12.03.2026;8,5
Trondheim - Voll Plu;SN68863;12.03.2026;8,4
Stavanger - Våland;SN44640;12.03.2026;6,5
Bergen - Florida;SN50540;12.03.2026;7,2
Bergen - Florida Uib;SN50539;12.03.2026;7,2
Bjørnholt;SN18500;13.03.2026;3,8
Oslo - Blindern;SN18700;13.03.2026;6,7
Oslo - Bygdøy Ii;SN18810;13.03.2026;7
