Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Bergen - Florida Uib;SN50539;13.06.2024;13,5
Gullfjellet;SN50865;13.06.2024;10,9
Sædalen;SN50503;13.06.2024;11,9
Flesland;SN50500;13.06.2024;12,9
E18 Hjortnes;SN18690;14.06.2024;17,6
Oslo - Blindern;SN18700;14.06.2024;17,8
Oslo - Bygdøy Ii;SN18810;14.06.2024;17,8
Oslo - Hovin;SN18210;14.06.2024;16,5
Oslo - Sofienberg;SN18315;14.06.2024;18,7
Stavanger - Våland;SN44640;14.06.2024;19,5
Lade;SN68050;14.06.2024;21,9
Åsane;SN50810;14.06.2024;18,4
Skredderdalen;SN50570;14.06.2024;16,8
Bergen - Florida;SN50540;14.06.2024;19,7
Bergen - Florida Uib;SN50539;14.06.2024;19,7
Gullfjellet;SN50865;14.06.2024;16,3
Sædalen;SN50503;14.06.2024;18,1
Flesland;SN50500;14.06.2024;18,5
E18 Hjortnes;SN18690;15.06.2024;20,3
Oslo - Blindern;SN18700;15.06.2024;19,5
Oslo - Bygdøy Ii;SN18810;15.06.2024;20,2
Oslo - Hovin;SN18210;15.06.2024;19,4
Oslo - Sofienberg;SN18315;15.06.2024;20,1
Stavanger - Våland;SN44640;15.06.2024;18,9
Lade;SN68050;15.06.2024;23,7
Åsane;SN50810;15.06.2024;21,9
Skredderdalen;SN50570;15.06.2024;19,3
Bergen - Florida;SN50540;15.06.2024;22,1
Bergen - Florida Uib;SN50539;15.06.2024;22,1
Gullfjellet;SN50865;15.06.2024;18,1
Sædalen;SN50503;15.06.2024;20,6
Flesland;SN50500;15.06.2024;21
E18 Hjortnes;SN18690;16.06.2024;19,1
Oslo - Blindern;SN18700;16.06.2024;19,1
Oslo - Bygdøy Ii;SN18810;16.06.2024;20
Oslo - Hovin;SN18210;16.06.2024;18,7
Oslo - Sofienberg;SN18315;16.06.2024;20,6
Stavanger - Våland;SN44640;16.06.2024;19,6
Lade;SN68050;16.06.2024;23,2
Åsane;SN50810;16.06.2024;18,1
Skredderdalen;SN50570;16.06.2024;17,1
Bergen - Florida;SN50540;16.06.2024;18,9
Bergen - Florida Uib;SN50539;16.06.2024;19
Gullfjellet;SN50865;16.06.2024;16
Sædalen;SN50503;16.06.2024;18
Flesland;SN50500;16.06.2024;18,6
E18 Hjortnes;SN18690;17.06.2024;18,5
Oslo - Blindern;SN18700;17.06.2024;18,7
Oslo - Bygdøy Ii;SN18810;17.06.2024;19,3
Oslo - Hovin;SN18210;17.06.2024;18,4
Oslo - Sofienberg;SN18315;17.06.2024;20,2
Stavanger - Våland;SN44640;17.06.2024;17,2
Lade;SN68050;17.06.2024;22,7
Åsane;SN50810;17.06.2024;16,2
Skredderdalen;SN50570;17.06.2024;17
Bergen - Florida;SN50540;17.06.2024;18,1
Bergen - Florida Uib;SN50539;17.06.2024;18,1
Gullfjellet;SN50865;17.06.2024;15,2
Sædalen;SN50503;17.06.2024;16,9
Flesland;SN50500;17.06.2024;16,5
E18 Hjortnes;SN18690;18.06.2024;17,9
Oslo - Blindern;SN18700;18.06.2024;17,3
Oslo - Bygdøy Ii;SN18810;18.06.2024;18,2
Oslo - Hovin;SN18210;18.06.2024;17,5
Oslo - Sofienberg;SN18315;18.06.2024;18,2
Stavanger - Våland;SN44640;18.06.2024;15,4
Lade;SN68050;18.06.2024;22
Åsane;SN50810;18.06.2024;15,8
Skredderdalen;SN50570;18.06.2024;13,7
Bergen - Florida;SN50540;18.06.2024;17,9
Bergen - Florida Uib;SN50539;18.06.2024;18,1
Gullfjellet;SN50865;18.06.2024;14,2
Sædalen;SN50503;18.06.2024;16,2
Flesland;SN50500;18.06.2024;15,8
E18 Hjortnes;SN18690;19.06.2024;21,1
Oslo - Blindern;SN18700;19.06.2024;22,6
Oslo - Bygdøy Ii;SN18810;19.06.2024;21,4
Oslo - Hovin;SN18210;19.06.2024;21,1
Oslo - Sofienberg;SN18315;19.06.2024;22,6
Stavanger - Våland;SN44640;19.06.2024;15,1
Lade;SN68050;19.06.2024;14,5
Åsane;SN50810;19.06.2024;14,8
Skredderdalen;SN50570;19.06.2024;14,1
Bergen - Florida;SN50540;19.06.2024;16,7
Bergen - Florida Uib;SN50539;19.06.2024;16,7
Gullfjellet;SN50865;19.06.2024;12,8
Sædalen;SN50503;19.06.2024;14,4
Flesland;SN50500;19.06.2024;14
E18 Hjortnes;SN18690;20.06.2024;23,5
Oslo - Blindern;SN18700;20.06.2024;22,8
Oslo - Bygdøy Ii;SN18810;20.06.2024;23,7
Oslo - Hovin;SN18210;20.06.2024;22,6
Oslo - Sofienberg;SN18315;20.06.2024;23,6
Stavanger - Våland;SN44640;20.06.2024;16,3
Lade;SN68050;20.06.2024;16,7
Åsane;SN50810;20.06.2024;13,3
Skredderdalen;SN50570;20.06.2024;12,5
Bergen - Florida;SN50540;20.06.2024;15,3
Bergen - Florida Uib;SN50539;20.06.2024;15,3
Gullfjellet;SN50865;20.06.2024;10,6
Sædalen;SN50503;20.06.2024;13,3
Flesland;SN50500;20.06.2024;14,1
E18 Hjortnes;SN18690;21.06.2024;22,6
Oslo - Blindern;SN18700;21.06.2024;22,9
Oslo - Bygdøy Ii;SN18810;21.06.2024;22,3
Oslo - Hovin;SN18210;21.06.2024;21,7
Oslo - Sofienberg;SN18315;21.06.2024;23,5
Stavanger - Våland;SN44640;21.06.2024;19,6
Lade;SN68050;21.06.2024;14,2
Åsane;SN50810;21.06.2024;18
Skredderdalen;SN50570;21.06.2024;16,1
Bergen - Florida;SN50540;21.06.2024;18,5
Bergen - Florida Uib;SN50539;21.06.2024;18,5
Gullfjellet;SN50865;21.06.2024;16,4
Sædalen;SN50503;21.06.2024;17,4
Flesland;SN50500;21.06.2024;16,6
E18 Hjortnes;SN18690;22.06.2024;19,8
Oslo - Blindern;SN18700;22.06.2024;19,1
Oslo - Bygdøy Ii;SN18810;22.06.2024;19,7
Oslo - Hovin;SN18210;22.06.2024;19,3
Oslo - Sofienberg;SN18315;22.06.2024;19,8
Stavanger - Våland;SN44640;22.06.2024;16
Lade;SN68050;22.06.2024;22,9
Åsane;SN50810;22.06.2024;17,9
Skredderdalen;SN50570;22.06.2024;16,9
Bergen - Florida;SN50540;22.06.2024;19,9
Bergen - Florida Uib;SN50539;22.06.2024;20,2
Gullfjellet;SN50865;22.06.2024;15
Sædalen;SN50503;22.06.2024;17,5
Flesland;SN50500;22.06.2024;17,5
E18 Hjortnes;SN18690;23.06.2024;21,2
Oslo - Blindern;SN18700;23.06.2024;21,1
Oslo - Bygdøy Ii;SN18810;23.06.2024;21,7
Oslo - Hovin;SN18210;23.06.2024;20,6
Oslo - Sofienberg;SN18315;23.06.2024;22,6
Stavanger - Våland;SN44640;23.06.2024;17,1
Lade;SN68050;23.06.2024;20,7
Åsane;SN50810;23.06.2024;15,6
Skredderdalen;SN50570;23.06.2024;14,8
Bergen - Florida;SN50540;23.06.2024;17
Bergen - Florida Uib;SN50539;23.06.2024;17
Gullfjellet;SN50865;23.06.2024;13,7
Sædalen;SN50503;23.06.2024;14,4
Flesland;SN50500;23.06.2024;15,4
E18 Hjortnes;SN18690;24.06.2024;25
Oslo - Blindern;SN18700;24.06.2024;24,9
Oslo - Bygdøy Ii;SN18810;24.06.2024;24,7
Oslo - Hovin;SN18210;24.06.2024;24,5
Oslo - Sofienberg;SN18315;24.06.2024;26,2
Stavanger - Våland;SN44640;24.06.2024;18,9
Lade;SN68050;24.06.2024;18
Åsane;SN50810;24.06.2024;19,2
Skredderdalen;SN50570;24.06.2024;19,7
Bergen - Florida;SN50540;24.06.2024;20,9
Bergen - Florida Uib;SN50539;24.06.2024;20,9
Gullfjellet;SN50865;24.06.2024;19,4
Sædalen;SN50503;24.06.2024;19,6
Flesland;SN50500;24.06.2024;18,4
E18 Hjortnes;SN18690;25.06.2024;22,9
Oslo - Blindern;SN18700;25.06.2024;23
Oslo - Bygdøy Ii;SN18810;25.06.2024;23,1
Oslo - Hovin;SN18210;25.06.2024;21,9
Oslo - Sofienberg;SN18315;25.06.2024;24,2
Stavanger - Våland;SN44640;25.06.2024;23,2
Lade;SN68050;25.06.2024;25,1
Åsane;SN50810;25.06.2024;19,6
Skredderdalen;SN50570;25.06.2024;19,4
Bergen - Florida;SN50540;25.06.2024;21,9
Bergen - Florida Uib;SN50539;25.06.2024;21,9
Gullfjellet;SN50865;25.06.2024;20,1
Sædalen;SN50503;25.06.2024;20,5
Flesland;SN50500;25.06.2024;19,6
E18 Hjortnes;SN18690;26.06.2024;24,1
Oslo - Blindern;SN18700;26.06.2024;24,5
Oslo - Bygdøy Ii;SN18810;26.06.2024;24,3
Oslo - Hovin;SN18210;26.06.2024;23,6
Oslo - Sofienberg;SN18315;26.06.2024;25,7
Stavanger - Våland;SN44640;26.06.2024;22,4
Lade;SN68050;26.06.2024;18,5
Åsane;SN50810;26.06.2024;24
Skredderdalen;SN50570;26.06.2024;22,3
Bergen - Florida;SN50540;26.06.2024;25,2
Bergen - Florida Uib;SN50539;26.06.2024;25,3
Gullfjellet;SN50865;26.06.2024;21,9
Sædalen;SN50503;26.06.2024;23,9
Flesland;SN50500;26.06.2024;23
E18 Hjortnes;SN18690;27.06.2024;28,7
Oslo - Blindern;SN18700;27.06.2024;28,3
Oslo - Bygdøy Ii;SN18810;27.06.2024;28,2
Oslo - Hovin;SN18210;27.06.2024;27,7
Oslo - Sofienberg;SN18315;27.06.2024;29,4
Stavanger - Våland;SN44640;27.06.2024;27,9
Lade;SN68050;27.06.2024;31,9
Åsane;SN50810;27.06.2024;27,7
Skredderdalen;SN50570;27.06.2024;27,7
Bergen - Florida;SN50540;27.06.2024;28,1
Bergen - Florida Uib;SN50539;27.06.2024;28,1
Gullfjellet;SN50865;27.06.2024;25,7
Sædalen;SN50503;27.06.2024;26,5
Flesland;SN50500;27.06.2024;27,2
E18 Hjortnes;SN18690;28.06.2024;26,8
Oslo - Blindern;SN18700;28.06.2024;26,3
Oslo - Bygdøy Ii;SN18810;28.06.2024;27
Oslo - Hovin;SN18210;28.06.2024;26,4
Oslo - Sofienberg;SN18315;28.06.2024;26,9
Stavanger - Våland;SN44640;28.06.2024;24,3
Lade;SN68050;28.06.2024;29,7
Åsane;SN50810;28.06.2024;25,8
Skredderdalen;SN50570;28.06.2024;24,5
Bergen - Florida;SN50540;28.06.2024;26,7
Bergen - Florida Uib;SN50539;28.06.2024;26,7
Gullfjellet;SN50865;28.06.2024;23,9
Sædalen;SN50503;28.06.2024;24,5
Flesland;SN50500;28.06.2024;24,9
E18 Hjortnes;SN18690;29.06.2024;20,5
Oslo - Blindern;SN18700;29.06.2024;20,7
Oslo - Bygdøy Ii;SN18810;29.06.2024;20,7
Oslo - Hovin;SN18210;29.06.2024;19,4
Oslo - Sofienberg;SN18315;29.06.2024;21,1
Stavanger - Våland;SN44640;29.06.2024;15,4
Lade;SN68050;29.06.2024;16,5
Åsane;SN50810;29.06.2024;13,9
Skredderdalen;SN50570;29.06.2024;13
Bergen - Florida;SN50540;29.06.2024;14,8
Bergen - Florida Uib;SN50539;29.06.2024;14,8
Gullfjellet;SN50865;29.06.2024;11,7
Sædalen;SN50503;29.06.2024;14
Flesland;SN50500;29.06.2024;14,2
E18 Hjortnes;SN18690;30.06.2024;20,1
Oslo - Blindern;SN18700;30.06.2024;20,1
Oslo - Bygdøy Ii;SN18810;30.06.2024;19,7
Oslo - Hovin;SN18210;30.06.2024;19,4
Oslo - Sofienberg;SN18315;30.06.2024;20,9
Stavanger - Våland;SN44640;30.06.2024;17,6
Lade;SN68050;30.06.2024;18,9
Åsane;SN50810;30.06.2024;14,5
Skredderdalen;SN50570;30.06.2024;13
Bergen - Florida;SN50540;30.06.2024;16,1
Bergen - Florida Uib;SN50539;30.06.2024;16,3
Gullfjellet;SN50865;30.06.2024;12,8
Sædalen;SN50503;30.06.2024;13,9
Flesland;SN50500;30.06.2024;15,6
E18 Hjortnes;SN18690;01.07.2024;21,6
Oslo - Blindern;SN18700;01.07.2024;21,1
Oslo - Bygdøy Ii;SN18810;01.07.2024;22,3
Oslo - Hovin;SN18210;01.07.2024;20,8
Oslo - Sofienberg;SN18315;01.07.2024;22,4
Stavanger - Våland;SN44640;01.07.2024;15,2
Lade;SN68050;01.07.2024;14,1
Åsane;SN50810;01.07.2024;13,8
Skredderdalen;SN50570;01.07.2024;11,7
Bergen - Florida;SN50540;01.07.2024;14,7
Bergen - Florida Uib;SN50539;01.07.2024;14,7
Gullfjellet;SN50865;01.07.2024;10,7
Sædalen;SN50503;01.07.2024;12,4
Flesland;SN50500;01.07.2024;13,8
E18 Hjortnes;SN18690;02.07.2024;20
Oslo - Blindern;SN18700;02.07.2024;19,3
Oslo - Bygdøy Ii;SN18810;02.07.2024;20,3
Oslo - Hovin;SN18210;02.07.2024;18,7
Oslo - Sofienberg;SN18315;02.07.2024;20,3
Stavanger - Våland;SN44640;02.07.2024;15,9
Lade;SN68050;02.07.2024;14,1
Åsane;SN50810;02.07.2024;12,4
Skredderdalen;SN50570;02.07.2024;11
Bergen - Florida;SN50540;02.07.2024;13,9
Bergen - Florida Uib;SN50539;02.07.2024;14
Gullfjellet;SN50865;02.07.2024;10,3
Sædalen;SN50503;02.07.2024;12,8
Flesland;SN50500;02.07.2024;12,8
E18 Hjortnes;SN18690;03.07.2024;22
Oslo - Blindern;SN18700;03.07.2024;22,6
Oslo - Bygdøy Ii;SN18810;03.07.2024;22,5
Oslo - Hovin;SN18210;03.07.2024;21,2
Oslo - Sofienberg;SN18315;03.07.2024;23,8
Stavanger - Våland;SN44640;03.07.2024;16
Lade;SN68050;03.07.2024;16,2
Åsane;SN50810;03.07.2024;14,7
Skredderdalen;SN50570;03.07.2024;14,1
Bergen - Florida;SN50540;03.07.2024;16,7
Bergen - Florida Uib;SN50539;03.07.2024;16,6
Gullfjellet;SN50865;03.07.2024;13,6
Sædalen;SN50503;03.07.2024;14,2
Flesland;SN50500;03.07.2024;15,2
E18 Hjortnes;SN18690;04.07.2024;17,7
Oslo - Blindern;SN18700;04.07.2024;17,1
Oslo - Bygdøy Ii;SN18810;04.07.2024;17,4
Oslo - Hovin;SN18210;04.07.2024;16,9
Oslo - Sofienberg;SN18315;04.07.2024;17
Stavanger - Våland;SN44640;04.07.2024;14,5
Lade;SN68050;04.07.2024;21,3
Åsane;SN50810;04.07.2024;15,9
Skredderdalen;SN50570;04.07.2024;14,8
Bergen - Florida;SN50540;04.07.2024;17,1
Bergen - Florida Uib;SN50539;04.07.2024;17,1
Gullfjellet;SN50865;04.07.2024;13,7
Sædalen;SN50503;04.07.2024;15
Flesland;SN50500;04.07.2024;15,7
E18 Hjortnes;SN18690;05.07.2024;16,9
Oslo - Blindern;SN18700;05.07.2024;16,8
Oslo - Bygdøy Ii;SN18810;05.07.2024;17,4
Oslo - Hovin;SN18210;05.07.2024;15,5
Oslo - Sofienberg;SN18315;05.07.2024;17,5
Stavanger - Våland;SN44640;05.07.2024;15,1
Lade;SN68050;05.07.2024;20,4
Åsane;SN50810;05.07.2024;17
Skredderdalen;SN50570;05.07.2024;15,1
Bergen - Florida;SN50540;05.07.2024;17,1
Bergen - Florida Uib;SN50539;05.07.2024;17,2
Gullfjellet;SN50865;05.07.2024;15
Sædalen;SN50503;05.07.2024;17
Flesland;SN50500;05.07.2024;16,2
E18 Hjortnes;SN18690;06.07.2024;17,6
Oslo - Blindern;SN18700;06.07.2024;17,8
Oslo - Bygdøy Ii;SN18810;06.07.2024;18,2
Oslo - Hovin;SN18210;06.07.2024;16,7
Oslo - Sofienberg;SN18315;06.07.2024;18,8
Stavanger - Våland;SN44640;06.07.2024;14,8
Lade;SN68050;06.07.2024;15,9
Åsane;SN50810;06.07.2024;16,2
Skredderdalen;SN50570;06.07.2024;15
Bergen - Florida;SN50540;06.07.2024;17
Bergen - Florida Uib;SN50539;06.07.2024;17
Gullfjellet;SN50865;06.07.2024;13,3
Sædalen;SN50503;06.07.2024;15,4
Flesland;SN50500;06.07.2024;15,9
E18 Hjortnes;SN18690;07.07.2024;16,8
Oslo - Blindern;SN18700;07.07.2024;15,1
Oslo - Bygdøy Ii;SN18810;07.07.2024;16,1
Oslo - Hovin;SN18210;07.07.2024;15,2
Oslo - Sofienberg;SN18315;07.07.2024;16,3
Stavanger - Våland;SN44640;07.07.2024;13,6
Lade;SN68050;07.07.2024;14,6
Åsane;SN50810;07.07.2024;13,5
Skredderdalen;SN50570;07.07.2024;12,9
Bergen - Florida;SN50540;07.07.2024;15,1
Bergen - Florida Uib;SN50539;07.07.2024;15
Gullfjellet;SN50865;07.07.2024;11,7
Sædalen;SN50503;07.07.2024;12,6
Flesland;SN50500;07.07.2024;14,3
E18 Hjortnes;SN18690;08.07.2024;19,6
Oslo - Blindern;SN18700;08.07.2024;20
Oslo - Bygdøy Ii;SN18810;08.07.2024;20,6
Oslo - Hovin;SN18210;08.07.2024;19,2
Oslo - Sofienberg;SN18315;08.07.2024;20,4
Stavanger - Våland;SN44640;08.07.2024;16,9
Lade;SN68050;08.07.2024;17,1
Åsane;SN50810;08.07.2024;13,1
Skredderdalen;SN50570;08.07.2024;12,1
Bergen - Florida;SN50540;08.07.2024;15
Bergen - Florida Uib;SN50539;08.07.2024;15
Gullfjellet;SN50865;08.07.2024;10,9
Sædalen;SN50503;08.07.2024;12
Flesland;SN50500;08.07.2024;14,2
E18 Hjortnes;SN18690;09.07.2024;21,8
Oslo - Blindern;SN18700;09.07.2024;22
Oslo - Bygdøy Ii;SN18810;09.07.2024;22
Oslo - Hovin;SN18210;09.07.2024;20,9
Oslo - Sofienberg;SN18315;09.07.2024;23,1
Stavanger - Våland;SN44640;09.07.2024;19,6
Lade;SN68050;09.07.2024;16,3
Åsane;SN50810;09.07.2024;19,9
Skredderdalen;SN50570;09.07.2024;18,4
Bergen - Florida;SN50540;09.07.2024;20,3
Bergen - Florida Uib;SN50539;09.07.2024;20,5
Gullfjellet;SN50865;09.07.2024;17,6
Sædalen;SN50503;09.07.2024;19,8
Flesland;SN50500;09.07.2024;18,4
E18 Hjortnes;SN18690;10.07.2024;18,5
Oslo - Blindern;SN18700;10.07.2024;17,7
Oslo - Bygdøy Ii;SN18810;10.07.2024;18,9
Oslo - Hovin;SN18210;10.07.2024;18
Oslo - Sofienberg;SN18315;10.07.2024;18,4
Stavanger - Våland;SN44640;10.07.2024;16,8
Lade;SN68050;10.07.2024;21,7
Åsane;SN50810;10.07.2024;18,3
Skredderdalen;SN50570;10.07.2024;17,8
Bergen - Florida;SN50540;10.07.2024;17,8
Bergen - Florida Uib;SN50539;10.07.2024;17,8
Gullfjellet;SN50865;10.07.2024;16,3
Sædalen;SN50503;10.07.2024;16,5
Flesland;SN50500;10.07.2024;17,1
E18 Hjortnes;SN18690;11.07.2024;21,3
Oslo - Blindern;SN18700;11.07.2024;22,1
Oslo - Bygdøy Ii;SN18810;11.07.2024;22,6
Oslo - Hovin;SN18210;11.07.2024;21,1
Oslo - Sofienberg;SN18315;11.07.2024;22,4
Stavanger - Våland;SN44640;11.07.2024;19,5
Lade;SN68050;11.07.2024;21,3
Åsane;SN50810;11.07.2024;19
Skredderdalen;SN50570;11.07.2024;17,8
Bergen - Florida;SN50540;11.07.2024;19,4
Bergen - Florida Uib;SN50539;11.07.2024;19,5
Gullfjellet;SN50865;11.07.2024;16,6
Sædalen;SN50503;11.07.2024;18,7
Flesland;SN50500;11.07.2024;19,6
E18 Hjortnes;SN18690;12.07.2024;22,3
Oslo - Blindern;SN18700;12.07.2024;22,6
Oslo - Bygdøy Ii;SN18810;12.07.2024;22,4
Oslo - Hovin;SN18210;12.07.2024;21,6
Oslo - Sofienberg;SN18315;12.07.2024;23,4
Stavanger - Våland;SN44640;12.07.2024;18,7
Lade;SN68050;12.07.2024;20,2
Åsane;SN50810;12.07.2024;19,9
Skredderdalen;SN50570;12.07.2024;18,9
Bergen - Florida;SN50540;12.07.2024;21,9
Bergen - Florida Uib;SN50539;12.07.2024;21,9
Gullfjellet;SN50865;12.07.2024;19,1
Sædalen;SN50503;12.07.2024;20,1
Flesland;SN50500;12.07.2024;20
E18 Hjortnes;SN18690;13.07.2024;26,8
Oslo - Blindern;SN18700;13.07.2024;25,5
Oslo - Bygdøy Ii;SN18810;13.07.2024;26,2
Oslo - Hovin;SN18210;13.07.2024;25,6
Oslo - Sofienberg;SN18315;13.07.2024;26
Stavanger - Våland;SN44640;13.07.2024;25
Lade;SN68050;13.07.2024;24,5
Åsane;SN50810;13.07.2024;26,4
Skredderdalen;SN50570;13.07.2024;23,8
Bergen - Florida;SN50540;13.07.2024;26,6
Bergen - Florida Uib;SN50539;13.07.2024;26,7
Gullfjellet;SN50865;13.07.2024;25
Sædalen;SN50503;13.07.2024;25,5
Flesland;SN50500;13.07.2024;23,6
E18 Hjortnes;SN18690;14.07.2024;25,4
Oslo - Blindern;SN18700;14.07.2024;23,4
Oslo - Bygdøy Ii;SN18810;14.07.2024;23,8
Oslo - Hovin;SN18210;14.07.2024;24,1
Oslo - Sofienberg;SN18315;14.07.2024;24,1
Stavanger - Våland;SN44640;14.07.2024;19,7
Lade;SN68050;14.07.2024;23,8
Åsane;SN50810;14.07.2024;25,4
Skredderdalen;SN50570;14.07.2024;23,9
Bergen - Florida;SN50540;14.07.2024;23,7
Bergen - Florida Uib;SN50539;14.07.2024;23,7
Gullfjellet;SN50865;14.07.2024;22,1
Sædalen;SN50503;14.07.2024;23,3
Flesland;SN50500;14.07.2024;21,7
E18 Hjortnes;SN18690;15.07.2024;18,8
Oslo - Blindern;SN18700;15.07.2024;18,5
Oslo - Bygdøy Ii;SN18810;15.07.2024;19,4
Oslo - Hovin;SN18210;15.07.2024;18,6
Oslo - Sofienberg;SN18315;15.07.2024;19,3
Stavanger - Våland;SN44640;15.07.2024;19,6
Lade;SN68050;15.07.2024;26
Åsane;SN50810;15.07.2024;18,8
Skredderdalen;SN50570;15.07.2024;18,2
Bergen - Florida;SN50540;15.07.2024;21
Bergen - Florida Uib;SN50539;15.07.2024;21,1
Gullfjellet;SN50865;15.07.2024;17,5
Sædalen;SN50503;15.07.2024;20,1
Flesland;SN50500;15.07.2024;19
E18 Hjortnes;SN18690;16.07.2024;20,1
Oslo - Blindern;SN18700;16.07.2024;20,9
Oslo - Bygdøy Ii;SN18810;16.07.2024;20,4
Oslo - Hovin;SN18210;16.07.2024;19,5
Stavanger - Våland;SN44640;16.07.2024;18,4
Lade;SN68050;16.07.2024;24,9
Åsane;SN50810;16.07.2024;18,7
Skredderdalen;SN50570;16.07.2024;17,6
Bergen - Florida;SN50540;16.07.2024;19,2
Bergen - Florida Uib;SN50539;16.07.2024;19,2
Gullfjellet;SN50865;16.07.2024;16
Sædalen;SN50503;16.07.2024;18,2
Flesland;SN50500;16.07.2024;18,1
E18 Hjortnes;SN18690;17.07.2024;19
Oslo - Blindern;SN18700;17.07.2024;18,2
Oslo - Bygdøy Ii;SN18810;17.07.2024;18,8
Oslo - Hovin;SN18210;17.07.2024;18
Stavanger - Våland;SN44640;17.07.2024;18,9
Lade;SN68050;17.07.2024;22,9
Åsane;SN50810;17.07.2024;16,3
Skredderdalen;SN50570;17.07.2024;14,8
Bergen - Florida;SN50540;17.07.2024;17,1
Bergen - Florida Uib;SN50539;17.07.2024;17,1
Gullfjellet;SN50865;17.07.2024;14
Sædalen;SN50503;17.07.2024;14,8
Flesland;SN50500;17.07.2024;16,1
E18 Hjortnes;SN18690;18.07.2024;25,5
Oslo - Blindern;SN18700;18.07.2024;25,6
Oslo - Bygdøy Ii;SN18810;18.07.2024;26
Oslo - Hovin;SN18210;18.07.2024;24,6
Stavanger - Våland;SN44640;18.07.2024;19,4
Lade;SN68050;18.07.2024;15,5
Åsane;SN50810;18.07.2024;18,3
Skredderdalen;SN50570;18.07.2024;17,5
Bergen - Florida;SN50540;18.07.2024;20,1
Bergen - Florida Uib;SN50539;18.07.2024;20,3
Gullfjellet;SN50865;18.07.2024;17,2
Sædalen;SN50503;18.07.2024;19
Flesland;SN50500;18.07.2024;18,4
E18 Hjortnes;SN18690;19.07.2024;25,5
Oslo - Blindern;SN18700;19.07.2024;25,2
Oslo - Bygdøy Ii;SN18810;19.07.2024;25,8
Oslo - Hovin;SN18210;19.07.2024;24,9
Stavanger - Våland;SN44640;19.07.2024;22,7
Lade;SN68050;19.07.2024;20,1
Åsane;SN50810;19.07.2024;20,8
Skredderdalen;SN50570;19.07.2024;19,8
Bergen - Florida;SN50540;19.07.2024;21,7
Bergen - Florida Uib;SN50539;19.07.2024;21,7
Gullfjellet;SN50865;19.07.2024;19,3
Sædalen;SN50503;19.07.2024;20,1
Flesland;SN50500;19.07.2024;20,3
E18 Hjortnes;SN18690;20.07.2024;26,5
Oslo - Blindern;SN18700;20.07.2024;26,2
Oslo - Bygdøy Ii;SN18810;20.07.2024;26,5
Oslo - Hovin;SN18210;20.07.2024;26,1
Stavanger - Våland;SN44640;20.07.2024;27,5
Lade;SN68050;20.07.2024;25,5
Åsane;SN50810;20.07.2024;25,1
Skredderdalen;SN50570;20.07.2024;25,3
Bergen - Florida;SN50540;20.07.2024;26,7
Bergen - Florida Uib;SN50539;20.07.2024;26,6
Gullfjellet;SN50865;20.07.2024;24,8
Sædalen;SN50503;20.07.2024;25,8
Flesland;SN50500;20.07.2024;25
E18 Hjortnes;SN18690;21.07.2024;26,8
Oslo - Blindern;SN18700;21.07.2024;27
Oslo - Bygdøy Ii;SN18810;21.07.2024;27,5
Oslo - Hovin;SN18210;21.07.2024;26,7
Stavanger - Våland;SN44640;21.07.2024;25
Lade;SN68050;21.07.2024;29,9
Åsane;SN50810;21.07.2024;25,3
Skredderdalen;SN50570;21.07.2024;23,8
Bergen - Florida;SN50540;21.07.2024;25,6
Bergen - Florida Uib;SN50539;21.07.2024;25,6
Gullfjellet;SN50865;21.07.2024;22,4
Sædalen;SN50503;21.07.2024;23,8
Flesland;SN50500;21.07.2024;23,8
Oslo - Blindern;SN18700;22.07.2024;23,4
Oslo - Bygdøy Ii;SN18810;22.07.2024;24
Oslo - Hovin;SN18210;22.07.2024;23,8
Stavanger - Våland;SN44640;22.07.2024;19,6
Lade;SN68050;22.07.2024;27,1
Åsane;SN50810;22.07.2024;18,7
Skredderdalen;SN50570;22.07.2024;17,6
Bergen - Florida;SN50540;22.07.2024;20,6
Bergen - Florida Uib;SN50539;22.07.2024;20,5
Gullfjellet;SN50865;22.07.2024;16,8
Sædalen;SN50503;22.07.2024;18,9
Flesland;SN50500;22.07.2024;18,4
E18 Hjortnes;SN18690;23.07.2024;23,9
Oslo - Blindern;SN18700;23.07.2024;24
Oslo - Bygdøy Ii;SN18810;23.07.2024;23,8
Oslo - Hovin;SN18210;23.07.2024;23,1
Stavanger - Våland;SN44640;23.07.2024;20,9
Lade;SN68050;23.07.2024;14,9
Åsane;SN50810;23.07.2024;19,4
Skredderdalen;SN50570;23.07.2024;18,3
Bergen - Florida;SN50540;23.07.2024;21,6
Bergen - Florida Uib;SN50539;23.07.2024;21,7
Gullfjellet;SN50865;23.07.2024;17,9
Sædalen;SN50503;23.07.2024;20,3
Flesland;SN50500;23.07.2024;18,5
E18 Hjortnes;SN18690;24.07.2024;21,2
Oslo - Blindern;SN18700;24.07.2024;20,1
Oslo - Bygdøy Ii;SN18810;24.07.2024;20,8
Oslo - Hovin;SN18210;24.07.2024;20,6
Stavanger - Våland;SN44640;24.07.2024;19,4
Lade;SN68050;24.07.2024;18
Åsane;SN50810;24.07.2024;19,6
Skredderdalen;SN50570;24.07.2024;18,9
Bergen - Florida;SN50540;24.07.2024;21,2
Bergen - Florida Uib;SN50539;24.07.2024;21,2
Gullfjellet;SN50865;24.07.2024;18,5
Sædalen;SN50503;24.07.2024;19,5
Flesland;SN50500;24.07.2024;18,6
