Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Stavanger - Våland;SN44640;05.10.2017;12
Bergen - Florida;SN50540;05.10.2017;10,9
Bergen - Florida Uib;SN50539;05.10.2017;11
Bjørnholt;SN18500;06.10.2017;14,2
Oslo - Blindern;SN18700;06.10.2017;16,9
Oslo - Hovin;SN18210;06.10.2017;18,4
Tryvannshøgda;SN18950;06.10.2017;13,3
Trondheim - Voll;SN68860;06.10.2017;8,9
Stavanger - Våland;SN44640;06.10.2017;14
Bergen - Florida;SN50540;06.10.2017;14,1
Bergen - Florida Uib;SN50539;06.10.2017;13,9
Bjørnholt;SN18500;07.10.2017;11,1
Oslo - Blindern;SN18700;07.10.2017;13,4
Oslo - Hovin;SN18210;07.10.2017;13,8
Tryvannshøgda;SN18950;07.10.2017;10,4
Trondheim - Voll;SN68860;07.10.2017;6,1
Stavanger - Våland;SN44640;07.10.2017;10,7
Bergen - Florida;SN50540;07.10.2017;11,8
Bergen - Florida Uib;SN50539;07.10.2017;11,7
Bjørnholt;SN18500;08.10.2017;11,3
Oslo - Blindern;SN18700;08.10.2017;13,3
Oslo - Hovin;SN18210;08.10.2017;15,3
Tryvannshøgda;SN18950;08.10.2017;10,5
Trondheim - Voll;SN68860;08.10.2017;8,9
Stavanger - Våland;SN44640;08.10.2017;12,6
Bergen - Florida;SN50540;08.10.2017;12,8
Bergen - Florida Uib;SN50539;08.10.2017;12,7
Bjørnholt;SN18500;09.10.2017;9,9
Oslo - Blindern;SN18700;09.10.2017;11,2
Oslo - Hovin;SN18210;09.10.2017;12,5
Tryvannshøgda;SN18950;09.10.2017;9,3
Trondheim - Voll;SN68860;09.10.2017;9,3
Stavanger - Våland;SN44640;09.10.2017;13,6
Bergen - Florida;SN50540;09.10.2017;13
Bergen - Florida Uib;SN50539;09.10.2017;13,1
Bjørnholt;SN18500;10.10.2017;8,4
Oslo - Blindern;SN18700;10.10.2017;9
Oslo - Hovin;SN18210;10.10.2017;10,3
Tryvannshøgda;SN18950;10.10.2017;6
Trondheim - Voll;SN68860;10.10.2017;10,3
Stavanger - Våland;SN44640;10.10.2017;10,6
Bergen - Florida;SN50540;10.10.2017;11,4
Bergen - Florida Uib;SN50539;10.10.2017;11,5
Bjørnholt;SN18500;11.10.2017;5,2
Oslo - Blindern;SN18700;11.10.2017;8,1
Oslo - Hovin;SN18210;11.10.2017;8,8
Tryvannshøgda;SN18950;11.10.2017;6,7
Trondheim - Voll;SN68860;11.10.2017;10
Stavanger - Våland;SN44640;11.10.2017;12,4
Bergen - Florida;SN50540;11.10.2017;12,4
Bergen - Florida Uib;SN50539;11.10.2017;12,3
Bjørnholt;SN18500;12.10.2017;10,5
Oslo - Blindern;SN18700;12.10.2017;13,2
Oslo - Hovin;SN18210;12.10.2017;15
Tryvannshøgda;SN18950;12.10.2017;9,2
Trondheim - Voll;SN68860;12.10.2017;8,1
Stavanger - Våland;SN44640;12.10.2017;12,2
Bergen - Florida;SN50540;12.10.2017;11,1
Bergen - Florida Uib;SN50539;12.10.2017;11,3
Bjørnholt;SN18500;13.10.2017;8,6
Oslo - Blindern;SN18700;13.10.2017;10,1
Oslo - Hovin;SN18210;13.10.2017;11,9
Tryvannshøgda;SN18950;13.10.2017;8,4
Trondheim - Voll;SN68860;13.10.2017;10,2
Stavanger - Våland;SN44640;13.10.2017;13,7
Bergen - Florida;SN50540;13.10.2017;13,6
Bergen - Florida Uib;SN50539;13.10.2017;13,6
Bjørnholt;SN18500;14.10.2017;13,4
Oslo - Blindern;SN18700;14.10.2017;14,5
Oslo - Hovin;SN18210;14.10.2017;16,4
Tryvannshøgda;SN18950;14.10.2017;11,6
Trondheim - Voll;SN68860;14.10.2017;12,1
Stavanger - Våland;SN44640;14.10.2017;13,7
Bergen - Florida;SN50540;14.10.2017;13,9
Bergen - Florida Uib;SN50539;14.10.2017;14
Bjørnholt;SN18500;15.10.2017;11,6
Oslo - Blindern;SN18700;15.10.2017;13,2
Oslo - Hovin;SN18210;15.10.2017;14,9
Tryvannshøgda;SN18950;15.10.2017;10,7
Trondheim - Voll;SN68860;15.10.2017;9,7
Stavanger - Våland;SN44640;15.10.2017;14,6
Bergen - Florida;SN50540;15.10.2017;14,4
Bergen - Florida Uib;SN50539;15.10.2017;14,4
Bjørnholt;SN18500;16.10.2017;12,1
Oslo - Blindern;SN18700;16.10.2017;16,8
Oslo - Hovin;SN18210;16.10.2017;17,4
Tryvannshøgda;SN18950;16.10.2017;12,8
Trondheim - Voll;SN68860;16.10.2017;14,4
Stavanger - Våland;SN44640;16.10.2017;13,2
Bergen - Florida;SN50540;16.10.2017;13,9
Bergen - Florida Uib;SN50539;16.10.2017;13,9
Bjørnholt;SN18500;17.10.2017;10,3
Oslo - Blindern;SN18700;17.10.2017;13,6
Oslo - Hovin;SN18210;17.10.2017;14,4
Tryvannshøgda;SN18950;17.10.2017;9,1
Trondheim - Voll;SN68860;17.10.2017;7,6
Stavanger - Våland;SN44640;17.10.2017;14,8
Bergen - Florida;SN50540;17.10.2017;13,8
Bergen - Florida Uib;SN50539;17.10.2017;13,9
Bjørnholt;SN18500;18.10.2017;8,6
Oslo - Blindern;SN18700;18.10.2017;12,2
Tryvannshøgda;SN18950;18.10.2017;9,4
Trondheim - Voll;SN68860;18.10.2017;8,9
Stavanger - Våland;SN44640;18.10.2017;12,9
Bergen - Florida;SN50540;18.10.2017;14,2
Bergen - Florida Uib;SN50539;18.10.2017;14,3
Bjørnholt;SN18500;19.10.2017;6,2
Oslo - Blindern;SN18700;19.10.2017;9,5
Oslo - Hovin;SN18210;19.10.2017;9,3
Tryvannshøgda;SN18950;19.10.2017;7,3
Trondheim - Voll;SN68860;19.10.2017;8,1
Stavanger - Våland;SN44640;19.10.2017;12,6
Bergen - Florida;SN50540;19.10.2017;11,8
Bergen - Florida Uib;SN50539;19.10.2017;11,9
Bjørnholt;SN18500;20.10.2017;3,9
Oslo - Blindern;SN18700;20.10.2017;7,2
Oslo - Hovin;SN18210;20.10.2017;8,4
Tryvannshøgda;SN18950;20.10.2017;3,6
Trondheim - Voll;SN68860;20.10.2017;10,2
Stavanger - Våland;SN44640;20.10.2017;13,6
Bergen - Florida;SN50540;20.10.2017;16,1
Bergen - Florida Uib;SN50539;20.10.2017;16,2
Bjørnholt;SN18500;21.10.2017;4,6
Oslo - Blindern;SN18700;21.10.2017;7,7
Oslo - Hovin;SN18210;21.10.2017;9
Tryvannshøgda;SN18950;21.10.2017;3,9
Trondheim - Voll;SN68860;21.10.2017;10,5
Stavanger - Våland;SN44640;21.10.2017;12,8
Bergen - Florida;SN50540;21.10.2017;15,7
Bergen - Florida Uib;SN50539;21.10.2017;15,7
Bjørnholt;SN18500;22.10.2017;4,6
Oslo - Blindern;SN18700;22.10.2017;7,7
Oslo - Hovin;SN18210;22.10.2017;8,8
Tryvannshøgda;SN18950;22.10.2017;3,8
Trondheim - Voll;SN68860;22.10.2017;9,8
Stavanger - Våland;SN44640;22.10.2017;14,2
Bergen - Florida;SN50540;22.10.2017;15,2
Bergen - Florida Uib;SN50539;22.10.2017;15,3
Bjørnholt;SN18500;23.10.2017;3,6
Oslo - Blindern;SN18700;23.10.2017;5,6
Oslo - Hovin;SN18210;23.10.2017;6,8
Tryvannshøgda;SN18950;23.10.2017;2,1
Trondheim - Voll;SN68860;23.10.2017;6,7
Stavanger - Våland;SN44640;23.10.2017;11,8
Bergen - Florida;SN50540;23.10.2017;13
Bergen - Florida Uib;SN50539;23.10.2017;13,1
Oslo - Blindern;SN18700;24.10.2017;4,7
Oslo - Hovin;SN18210;24.10.2017;5,7
Tryvannshøgda;SN18950;24.10.2017;0,8
Trondheim - Voll;SN68860;24.10.2017;7,6
Stavanger - Våland;SN44640;24.10.2017;12,4
Bergen - Florida;SN50540;24.10.2017;12
Bergen - Florida Uib;SN50539;24.10.2017;12
Bjørnholt;SN18500;25.10.2017;5
Oslo - Blindern;SN18700;25.10.2017;7,1
Oslo - Hovin;SN18210;25.10.2017;9,7
Tryvannshøgda;SN18950;25.10.2017;4,9
Trondheim - Voll;SN68860;25.10.2017;9,8
Stavanger - Våland;SN44640;25.10.2017;12
Bergen - Florida;SN50540;25.10.2017;11,9
Bergen - Florida Uib;SN50539;25.10.2017;11,8
Bjørnholt;SN18500;26.10.2017;10,1
Oslo - Blindern;SN18700;26.10.2017;9,4
Oslo - Hovin;SN18210;26.10.2017;10,5
Tryvannshøgda;SN18950;26.10.2017;9,2
Trondheim - Voll;SN68860;26.10.2017;7,7
Stavanger - Våland;SN44640;26.10.2017;11,6
Bergen - Florida;SN50540;26.10.2017;11,7
Bergen - Florida Uib;SN50539;26.10.2017;11,8
Bjørnholt;SN18500;27.10.2017;7,4
Oslo - Blindern;SN18700;27.10.2017;7,9
Oslo - Hovin;SN18210;27.10.2017;10,3
Tryvannshøgda;SN18950;27.10.2017;7,5
Trondheim - Voll;SN68860;27.10.2017;7,6
Stavanger - Våland;SN44640;27.10.2017;10,2
Bergen - Florida;SN50540;27.10.2017;9,9
Bergen - Florida Uib;SN50539;27.10.2017;9,9
Bjørnholt;SN18500;28.10.2017;10,7
Oslo - Blindern;SN18700;28.10.2017;12,9
Oslo - Hovin;SN18210;28.10.2017;14,3
Tryvannshøgda;SN18950;28.10.2017;9,5
Trondheim - Voll;SN68860;28.10.2017;7
Stavanger - Våland;SN44640;28.10.2017;10,6
Bergen - Florida;SN50540;28.10.2017;11,1
Bergen - Florida Uib;SN50539;28.10.2017;11,2
Bjørnholt;SN18500;29.10.2017;6,3
Oslo - Blindern;SN18700;29.10.2017;9,1
Oslo - Hovin;SN18210;29.10.2017;10,6
Tryvannshøgda;SN18950;29.10.2017;5,2
Trondheim - Voll;SN68860;29.10.2017;4,9
Stavanger - Våland;SN44640;29.10.2017;9,4
Bergen - Florida;SN50540;29.10.2017;8,9
Bergen - Florida Uib;SN50539;29.10.2017;9,1
Bjørnholt;SN18500;30.10.2017;2,3
Oslo - Blindern;SN18700;30.10.2017;5
Oslo - Hovin;SN18210;30.10.2017;5,8
Tryvannshøgda;SN18950;30.10.2017;1
Trondheim - Voll;SN68860;30.10.2017;2,2
Stavanger - Våland;SN44640;30.10.2017;7,6
Bergen - Florida;SN50540;30.10.2017;6,5
Bergen - Florida Uib;SN50539;30.10.2017;6,5
Bjørnholt;SN18500;31.10.2017;5,8
Oslo - Blindern;SN18700;31.10.2017;7,6
Oslo - Hovin;SN18210;31.10.2017;8,5
Tryvannshøgda;SN18950;31.10.2017;6,6
Trondheim - Voll;SN68860;31.10.2017;7,5
Stavanger - Våland;SN44640;31.10.2017;9,9
Bergen - Florida;SN50540;31.10.2017;8,5
Bergen - Florida Uib;SN50539;31.10.2017;8,5
Bjørnholt;SN18500;01.11.2017;7,4
Oslo - Blindern;SN18700;01.11.2017;6,2
Oslo - Hovin;SN18210;01.11.2017;7,2
Tryvannshøgda;SN18950;01.11.2017;7,6
Trondheim - Voll;SN68860;01.11.2017;8,8
Stavanger - Våland;SN44640;01.11.2017;11,6
Bergen - Florida;SN50540;01.11.2017;11,8
Bergen - Florida Uib;SN50539;01.11.2017;11,8
Bjørnholt;SN18500;02.11.2017;8,3
Oslo - Blindern;SN18700;02.11.2017;10,9
Oslo - Hovin;SN18210;02.11.2017;11,3
Tryvannshøgda;SN18950;02.11.2017;7,9
Trondheim - Voll;SN68860;02.11.2017;8,2
Stavanger - Våland;SN44640;02.11.2017;10,4
Bergen - Florida;SN50540;02.11.2017;10,7
Bergen - Florida Uib;SN50539;02.11.2017;10,6
Bjørnholt;SN18500;03.11.2017;7
Oslo - Blindern;SN18700;03.11.2017;8
Oslo - Hovin;SN18210;03.11.2017;9,5
Tryvannshøgda;SN18950;03.11.2017;5,4
Trondheim - Voll;SN68860;03.11.2017;5,2
Stavanger - Våland;SN44640;03.11.2017;8
Bergen - Florida;SN50540;03.11.2017;7,7
Bergen - Florida Uib;SN50539;03.11.2017;7,8
Bjørnholt;SN18500;04.11.2017;5
Oslo - Blindern;SN18700;04.11.2017;7,1
Oslo - Hovin;SN18210;04.11.2017;6,5
Tryvannshøgda;SN18950;04.11.2017;5,3
Trondheim - Voll;SN68860;04.11.2017;7,4
Stavanger - Våland;SN44640;04.11.2017;9,2
Bergen - Florida;SN50540;04.11.2017;9,4
Bergen - Florida Uib;SN50539;04.11.2017;9,5
Bjørnholt;SN18500;05.11.2017;6,5
Oslo - Blindern;SN18700;05.11.2017;8,5
Oslo - Hovin;SN18210;05.11.2017;10
Tryvannshøgda;SN18950;05.11.2017;6,3
Trondheim - Voll;SN68860;05.11.2017;5,1
Stavanger - Våland;SN44640;05.11.2017;8,2
Bergen - Florida;SN50540;05.11.2017;8,2
Bergen - Florida Uib;SN50539;05.11.2017;8,3
Bjørnholt;SN18500;06.11.2017;5,6
Oslo - Blindern;SN18700;06.11.2017;7,7
Oslo - Hovin;SN18210;06.11.2017;9,2
Tryvannshøgda;SN18950;06.11.2017;4,8
Trondheim - Voll;SN68860;06.11.2017;5,3
Stavanger - Våland;SN44640;06.11.2017;8,7
Bergen - Florida;SN50540;06.11.2017;7,4
Bergen - Florida Uib;SN50539;06.11.2017;7,7
Bjørnholt;SN18500;07.11.2017;4,2
Oslo - Blindern;SN18700;07.11.2017;5,9
Oslo - Hovin;SN18210;07.11.2017;7,3
Tryvannshøgda;SN18950;07.11.2017;3,6
Trondheim - Voll;SN68860;07.11.2017;4,9
Stavanger - Våland;SN44640;07.11.2017;10
Bergen - Florida;SN50540;07.11.2017;9,9
Bergen - Florida Uib;SN50539;07.11.2017;9,9
Bjørnholt;SN18500;08.11.2017;5,2
Oslo - Blindern;SN18700;08.11.2017;8,1
Oslo - Hovin;SN18210;08.11.2017;8,7
Tryvannshøgda;SN18950;08.11.2017;3,6
Trondheim - Voll;SN68860;08.11.2017;4,7
Stavanger - Våland;SN44640;08.11.2017;9,2
Bergen - Florida;SN50540;08.11.2017;9,5
Bergen - Florida Uib;SN50539;08.11.2017;9,5
Bjørnholt;SN18500;09.11.2017;6,2
Oslo - Blindern;SN18700;09.11.2017;8,8
Oslo - Hovin;SN18210;09.11.2017;9,8
Tryvannshøgda;SN18950;09.11.2017;4,8
Trondheim - Voll;SN68860;09.11.2017;9,4
Stavanger - Våland;SN44640;09.11.2017;10
Bergen - Florida;SN50540;09.11.2017;9,7
Bergen - Florida Uib;SN50539;09.11.2017;9,7
Bjørnholt;SN18500;10.11.2017;3
Oslo - Blindern;SN18700;10.11.2017;5,7
Oslo - Hovin;SN18210;10.11.2017;7,6
Tryvannshøgda;SN18950;10.11.2017;2,7
Trondheim - Voll;SN68860;10.11.2017;3,4
Stavanger - Våland;SN44640;10.11.2017;8,1
Bergen - Florida;SN50540;10.11.2017;7,6
Bergen - Florida Uib;SN50539;10.11.2017;7,6
Bjørnholt;SN18500;11.11.2017;3,1
Oslo - Blindern;SN18700;11.11.2017;4,6
Oslo - Hovin;SN18210;11.11.2017;7,1
Tryvannshøgda;SN18950;11.11.2017;2,3
Trondheim - Voll;SN68860;11.11.2017;4,5
Stavanger - Våland;SN44640;11.11.2017;6,9
Bergen - Florida;SN50540;11.11.2017;4,8
Bergen - Florida Uib;SN50539;11.11.2017;4,8
Bjørnholt;SN18500;12.11.2017;4,7
Oslo - Blindern;SN18700;12.11.2017;3,2
Oslo - Hovin;SN18210;12.11.2017;6,2
Tryvannshøgda;SN18950;12.11.2017;3,9
Trondheim - Voll;SN68860;12.11.2017;4,6
Stavanger - Våland;SN44640;12.11.2017;6,2
Bergen - Florida;SN50540;12.11.2017;6
Bergen - Florida Uib;SN50539;12.11.2017;6,1
Bjørnholt;SN18500;13.11.2017;3,2
Oslo - Blindern;SN18700;13.11.2017;5
Oslo - Hovin;SN18210;13.11.2017;7,6
Tryvannshøgda;SN18950;13.11.2017;1,7
Trondheim - Voll;SN68860;13.11.2017;4
Stavanger - Våland;SN44640;13.11.2017;4,7
Bergen - Florida;SN50540;13.11.2017;4,8
Bergen - Florida Uib;SN50539;13.11.2017;4,8
Bjørnholt;SN18500;14.11.2017;-1,1
Oslo - Blindern;SN18700;14.11.2017;0,6
Oslo - Hovin;SN18210;14.11.2017;1,5
Tryvannshøgda;SN18950;14.11.2017;-0,6
Trondheim - Voll;SN68860;14.11.2017;4,2
Stavanger - Våland;SN44640;14.11.2017;7,4
Bergen - Florida;SN50540;14.11.2017;6,6
Bergen - Florida Uib;SN50539;14.11.2017;6,9
Bjørnholt;SN18500;15.11.2017;4,1
Oslo - Blindern;SN18700;15.11.2017;3
Oslo - Hovin;SN18210;15.11.2017;6,9
Tryvannshøgda;SN18950;15.11.2017;3,4
Trondheim - Voll;SN68860;15.11.2017;4,4
Stavanger - Våland;SN44640;15.11.2017;8,8
Bergen - Florida;SN50540;15.11.2017;7,4
Bergen - Florida Uib;SN50539;15.11.2017;7,5
Bjørnholt;SN18500;16.11.2017;5,2
Oslo - Blindern;SN18700;16.11.2017;6,3
Oslo - Hovin;SN18210;16.11.2017;8,6
Tryvannshøgda;SN18950;16.11.2017;4,6
Trondheim - Voll;SN68860;16.11.2017;5,3
Stavanger - Våland;SN44640;16.11.2017;9,4
Bergen - Florida;SN50540;16.11.2017;7,9
Bergen - Florida Uib;SN50539;16.11.2017;8
Bjørnholt;SN18500;17.11.2017;5,2
Oslo - Blindern;SN18700;17.11.2017;6,8
Oslo - Hovin;SN18210;17.11.2017;8,6
Tryvannshøgda;SN18950;17.11.2017;4,7
Trondheim - Voll;SN68860;17.11.2017;4,7
Stavanger - Våland;SN44640;17.11.2017;8,2
Bergen - Florida;SN50540;17.11.2017;7,9
Bergen - Florida Uib;SN50539;17.11.2017;7,9
Bjørnholt;SN18500;18.11.2017;1,6
Oslo - Blindern;SN18700;18.11.2017;4,4
Oslo - Hovin;SN18210;18.11.2017;5,4
Tryvannshøgda;SN18950;18.11.2017;1,2
Trondheim - Voll;SN68860;18.11.2017;2,4
Stavanger - Våland;SN44640;18.11.2017;6,8
Bergen - Florida;SN50540;18.11.2017;7,7
Bergen - Florida Uib;SN50539;18.11.2017;7,7
Bjørnholt;SN18500;19.11.2017;-0,1
Oslo - Blindern;SN18700;19.11.2017;2,1
Oslo - Hovin;SN18210;19.11.2017;4
Tryvannshøgda;SN18950;19.11.2017;-1,3
Trondheim - Voll;SN68860;19.11.2017;-0,5
Stavanger - Våland;SN44640;19.11.2017;7,1
Bergen - Florida;SN50540;19.11.2017;7
Bergen - Florida Uib;SN50539;19.11.2017;6,9
Bjørnholt;SN18500;20.11.2017;-2,2
Oslo - Blindern;SN18700;20.11.2017;0,5
Oslo - Hovin;SN18210;20.11.2017;0,1
Tryvannshøgda;SN18950;20.11.2017;-0,5
Trondheim - Voll;SN68860;20.11.2017;-3,2
Stavanger - Våland;SN44640;20.11.2017;4,2
Bergen - Florida;SN50540;20.11.2017;3,7
Bergen - Florida Uib;SN50539;20.11.2017;3,5
Bjørnholt;SN18500;21.11.2017;-3,6
Oslo - Blindern;SN18700;21.11.2017;-1,4
Oslo - Hovin;SN18210;21.11.2017;-2,6
Tryvannshøgda;SN18950;21.11.2017;-3,4
Trondheim - Voll;SN68860;21.11.2017;-7,7
Stavanger - Våland;SN44640;21.11.2017;3
Bergen - Florida;SN50540;21.11.2017;1,4
Bergen - Florida Uib;SN50539;21.11.2017;1,9
Bjørnholt;SN18500;22.11.2017;-4,1
Oslo - Blindern;SN18700;22.11.2017;-0,9
Oslo - Hovin;SN18210;22.11.2017;-1,4
Tryvannshøgda;SN18950;22.11.2017;-3,6
Trondheim - Voll;SN68860;22.11.2017;0,6
Stavanger - Våland;SN44640;22.11.2017;8,9
Bergen - Florida;SN50540;22.11.2017;6,8
Bergen - Florida Uib;SN50539;22.11.2017;6,8
Bjørnholt;SN18500;23.11.2017;6,5
Oslo - Blindern;SN18700;23.11.2017;9,1
Oslo - Hovin;SN18210;23.11.2017;9,5
Tryvannshøgda;SN18950;23.11.2017;6,1
Trondheim - Voll;SN68860;23.11.2017;10,4
Stavanger - Våland;SN44640;23.11.2017;11
Bergen - Florida;SN50540;23.11.2017;8,1
Bergen - Florida Uib;SN50539;23.11.2017;8
Bjørnholt;SN18500;24.11.2017;5,4
Oslo - Blindern;SN18700;24.11.2017;7,6
Oslo - Hovin;SN18210;24.11.2017;7,8
Tryvannshøgda;SN18950;24.11.2017;3,8
Trondheim - Voll;SN68860;24.11.2017;9,9
Stavanger - Våland;SN44640;24.11.2017;6,3
Bergen - Florida;SN50540;24.11.2017;5,9
Bergen - Florida Uib;SN50539;24.11.2017;5,9
Bjørnholt;SN18500;25.11.2017;0
Oslo - Blindern;SN18700;25.11.2017;2,9
Oslo - Hovin;SN18210;25.11.2017;2,9
Tryvannshøgda;SN18950;25.11.2017;-1
Trondheim - Voll;SN68860;25.11.2017;5,5
Stavanger - Våland;SN44640;25.11.2017;6
Bergen - Florida;SN50540;25.11.2017;5,6
Bergen - Florida Uib;SN50539;25.11.2017;5,7
Bjørnholt;SN18500;26.11.2017;0,9
Oslo - Blindern;SN18700;26.11.2017;3,7
Oslo - Hovin;SN18210;26.11.2017;3,8
Tryvannshøgda;SN18950;26.11.2017;0,4
Trondheim - Voll;SN68860;26.11.2017;2,5
Stavanger - Våland;SN44640;26.11.2017;7,1
Bergen - Florida;SN50540;26.11.2017;6,2
Bergen - Florida Uib;SN50539;26.11.2017;6,3
Bjørnholt;SN18500;27.11.2017;0,3
Oslo - Blindern;SN18700;27.11.2017;2,5
Oslo - Hovin;SN18210;27.11.2017;2,5
Tryvannshøgda;SN18950;27.11.2017;-0,1
Trondheim - Voll;SN68860;27.11.2017;-1,9
Stavanger - Våland;SN44640;27.11.2017;5,1
Bergen - Florida;SN50540;27.11.2017;5
Bergen - Florida Uib;SN50539;27.11.2017;5
Bjørnholt;SN18500;28.11.2017;-2,3
Oslo - Blindern;SN18700;28.11.2017;0
Oslo - Hovin;SN18210;28.11.2017;-0,1
Tryvannshøgda;SN18950;28.11.2017;-3
Trondheim - Voll;SN68860;28.11.2017;-5,8
Stavanger - Våland;SN44640;28.11.2017;4,9
Bergen - Florida;SN50540;28.11.2017;5
Bergen - Florida Uib;SN50539;28.11.2017;5
Bjørnholt;SN18500;29.11.2017;-2,4
Oslo - Blindern;SN18700;29.11.2017;0,6
Oslo - Hovin;SN18210;29.11.2017;1
Tryvannshøgda;SN18950;29.11.2017;-3,3
Trondheim - Voll;SN68860;29.11.2017;-4,6
Stavanger - Våland;SN44640;29.11.2017;4
Bergen - Florida;SN50540;29.11.2017;3,4
Bergen - Florida Uib;SN50539;29.11.2017;3,3
Bjørnholt;SN18500;30.11.2017;-2,9
Oslo - Blindern;SN18700;30.11.2017;0,1
Oslo - Hovin;SN18210;30.11.2017;0,1
Tryvannshøgda;SN18950;30.11.2017;-3,9
Trondheim - Voll;SN68860;30.11.2017;-4,1
Stavanger - Våland;SN44640;30.11.2017;1,5
Bergen - Florida;SN50540;30.11.2017;2,5
Bergen - Florida Uib;SN50539;30.11.2017;2,4
Bjørnholt;SN18500;01.12.2017;-2,8
Oslo - Blindern;SN18700;01.12.2017;0,7
Oslo - Hovin;SN18210;01.12.2017;1,4
Tryvannshøgda;SN18950;01.12.2017;-3,7
Trondheim - Voll;SN68860;01.12.2017;-0,7
Stavanger - Våland;SN44640;01.12.2017;0,9
Bergen - Florida;SN50540;01.12.2017;1,9
Bergen - Florida Uib;SN50539;01.12.2017;2
Bjørnholt;SN18500;02.12.2017;-4,4
Oslo - Blindern;SN18700;02.12.2017;-2,4
Oslo - Hovin;SN18210;02.12.2017;-2,3
Tryvannshøgda;SN18950;02.12.2017;1,8
Trondheim - Voll;SN68860;02.12.2017;6,9
Stavanger - Våland;SN44640;02.12.2017;7,9
Bergen - Florida;SN50540;02.12.2017;7,4
Bergen - Florida Uib;SN50539;02.12.2017;7,2
Bjørnholt;SN18500;03.12.2017;1,5
Oslo - Blindern;SN18700;03.12.2017;1,6
Oslo - Hovin;SN18210;03.12.2017;3,8
Tryvannshøgda;SN18950;03.12.2017;2
Trondheim - Voll;SN68860;03.12.2017;5
Stavanger - Våland;SN44640;03.12.2017;8
Bergen - Florida;SN50540;03.12.2017;7,1
Bergen - Florida Uib;SN50539;03.12.2017;7,1
Bjørnholt;SN18500;04.12.2017;-1,1
Oslo - Blindern;SN18700;04.12.2017;0,3
Oslo - Hovin;SN18210;04.12.2017;1,3
Tryvannshøgda;SN18950;04.12.2017;-0,1
Trondheim - Voll;SN68860;04.12.2017;2,1
Stavanger - Våland;SN44640;04.12.2017;3,8
Bergen - Florida;SN50540;04.12.2017;3,3
Bergen - Florida Uib;SN50539;04.12.2017;3,3
Bjørnholt;SN18500;05.12.2017;1,2
Oslo - Blindern;SN18700;05.12.2017;2,4
Oslo - Hovin;SN18210;05.12.2017;2,5
Tryvannshøgda;SN18950;05.12.2017;4,3
Trondheim - Voll;SN68860;05.12.2017;1,1
Stavanger - Våland;SN44640;05.12.2017;8,6
Bergen - Florida;SN50540;05.12.2017;9,1
Bergen - Florida Uib;SN50539;05.12.2017;9,1
Bjørnholt;SN18500;06.12.2017;-0,6
Oslo - Blindern;SN18700;06.12.2017;3,1
Oslo - Hovin;SN18210;06.12.2017;1,4
Tryvannshøgda;SN18950;06.12.2017;0,4
Trondheim - Voll;SN68860;06.12.2017;0,9
Stavanger - Våland;SN44640;06.12.2017;9,2
Bergen - Florida;SN50540;06.12.2017;9,5
Bergen - Florida Uib;SN50539;06.12.2017;9,8
Bjørnholt;SN18500;07.12.2017;5,8
Oslo - Blindern;SN18700;07.12.2017;8,4
Oslo - Hovin;SN18210;07.12.2017;8,7
Tryvannshøgda;SN18950;07.12.2017;5,3
Trondheim - Voll;SN68860;07.12.2017;7,2
Stavanger - Våland;SN44640;07.12.2017;9,6
Bergen - Florida;SN50540;07.12.2017;10
Bergen - Florida Uib;SN50539;07.12.2017;10,1
Bjørnholt;SN18500;08.12.2017;3,6
Oslo - Blindern;SN18700;08.12.2017;6,1
Oslo - Hovin;SN18210;08.12.2017;6,6
Tryvannshøgda;SN18950;08.12.2017;2,5
Trondheim - Voll;SN68860;08.12.2017;7,5
Stavanger - Våland;SN44640;08.12.2017;6,7
Bergen - Florida;SN50540;08.12.2017;6,5
Bergen - Florida Uib;SN50539;08.12.2017;6,5
Bjørnholt;SN18500;09.12.2017;2,6
Oslo - Blindern;SN18700;09.12.2017;4,4
Oslo - Hovin;SN18210;09.12.2017;5,1
Tryvannshøgda;SN18950;09.12.2017;1,4
Trondheim - Voll;SN68860;09.12.2017;2,1
Stavanger - Våland;SN44640;09.12.2017;4,6
Bergen - Florida;SN50540;09.12.2017;5
Bergen - Florida Uib;SN50539;09.12.2017;4,9
Bjørnholt;SN18500;10.12.2017;-3,7
Oslo - Blindern;SN18700;10.12.2017;-1
Oslo - Hovin;SN18210;10.12.2017;-0,9
Tryvannshøgda;SN18950;10.12.2017;-1,9
Trondheim - Voll;SN68860;10.12.2017;2
Stavanger - Våland;SN44640;10.12.2017;0,8
Bergen - Florida;SN50540;10.12.2017;1,9
Bergen - Florida Uib;SN50539;10.12.2017;1,9
Bjørnholt;SN18500;11.12.2017;-3,9
Oslo - Blindern;SN18700;11.12.2017;-1,1
Oslo - Hovin;SN18210;11.12.2017;-1,4
Tryvannshøgda;SN18950;11.12.2017;-4,3
Trondheim - Voll;SN68860;11.12.2017;-2,4
Stavanger - Våland;SN44640;11.12.2017;1,5
Bergen - Florida;SN50540;11.12.2017;2,6
Bergen - Florida Uib;SN50539;11.12.2017;2,7
Bjørnholt;SN18500;12.12.2017;-4,3
Oslo - Blindern;SN18700;12.12.2017;-1,9
Oslo - Hovin;SN18210;12.12.2017;-1,8
Tryvannshøgda;SN18950;12.12.2017;-5,1
