Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;08.11.2016;-3,4
Oslo - Hovin;SN18210;08.11.2016;-2,3
Tryvannshøgda;SN18950;08.11.2016;-5,8
Trondheim - Voll;SN68860;08.11.2016;-4,2
Stavanger - Våland;SN44640;08.11.2016;0,5
Bergen - Florida;SN50540;08.11.2016;0,7
Bjørnholt;SN18500;09.11.2016;-4,2
Oslo - Blindern;SN18700;09.11.2016;-2,2
Oslo - Hovin;SN18210;09.11.2016;-1,3
Tryvannshøgda;SN18950;09.11.2016;-5,5
Trondheim - Voll;SN68860;09.11.2016;-1,4
Stavanger - Våland;SN44640;09.11.2016;2,4
Bergen - Florida;SN50540;09.11.2016;2,8
Bjørnholt;SN18500;10.11.2016;-4,1
Oslo - Blindern;SN18700;10.11.2016;-1,7
Oslo - Hovin;SN18210;10.11.2016;-0,9
Tryvannshøgda;SN18950;10.11.2016;-4,6
Trondheim - Voll;SN68860;10.11.2016;-1,7
Stavanger - Våland;SN44640;10.11.2016;3,7
Bergen - Florida;SN50540;10.11.2016;3,5
Bjørnholt;SN18500;11.11.2016;-3,1
Oslo - Blindern;SN18700;11.11.2016;-1,9
Oslo - Hovin;SN18210;11.11.2016;-1
Tryvannshøgda;SN18950;11.11.2016;-2,5
Trondheim - Voll;SN68860;11.11.2016;0,3
Stavanger - Våland;SN44640;11.11.2016;5,7
Bergen - Florida;SN50540;11.11.2016;5
Bjørnholt;SN18500;12.11.2016;0,6
Oslo - Blindern;SN18700;12.11.2016;-1,3
Oslo - Hovin;SN18210;12.11.2016;-1,2
Tryvannshøgda;SN18950;12.11.2016;0,8
Trondheim - Voll;SN68860;12.11.2016;3,1
Stavanger - Våland;SN44640;12.11.2016;7
Bergen - Florida;SN50540;12.11.2016;6,8
Bjørnholt;SN18500;13.11.2016;1
Oslo - Blindern;SN18700;13.11.2016;3,7
Oslo - Hovin;SN18210;13.11.2016;5
Tryvannshøgda;SN18950;13.11.2016;2
Trondheim - Voll;SN68860;13.11.2016;3
Stavanger - Våland;SN44640;13.11.2016;7,9
Bergen - Florida;SN50540;13.11.2016;7,1
Bjørnholt;SN18500;14.11.2016;4,3
Oslo - Blindern;SN18700;14.11.2016;6
Oslo - Hovin;SN18210;14.11.2016;8,1
Tryvannshøgda;SN18950;14.11.2016;4
Trondheim - Voll;SN68860;14.11.2016;5,8
Stavanger - Våland;SN44640;14.11.2016;10,1
Bergen - Florida;SN50540;14.11.2016;9,4
Bjørnholt;SN18500;15.11.2016;5,7
Oslo - Blindern;SN18700;15.11.2016;6,1
Oslo - Hovin;SN18210;15.11.2016;7,5
Tryvannshøgda;SN18950;15.11.2016;4,8
Trondheim - Voll;SN68860;15.11.2016;7,4
Stavanger - Våland;SN44640;15.11.2016;11,2
Bergen - Florida;SN50540;15.11.2016;11,6
Bjørnholt;SN18500;16.11.2016;3,8
Oslo - Blindern;SN18700;16.11.2016;6,1
Oslo - Hovin;SN18210;16.11.2016;7
Tryvannshøgda;SN18950;16.11.2016;4,3
Trondheim - Voll;SN68860;16.11.2016;8,6
Stavanger - Våland;SN44640;16.11.2016;8,5
Bergen - Florida;SN50540;16.11.2016;9,3
Bjørnholt;SN18500;17.11.2016;4
Oslo - Blindern;SN18700;17.11.2016;6,1
Oslo - Hovin;SN18210;17.11.2016;7,2
Tryvannshøgda;SN18950;17.11.2016;3,5
Trondheim - Voll;SN68860;17.11.2016;4,4
Stavanger - Våland;SN44640;17.11.2016;7,6
Bergen - Florida;SN50540;17.11.2016;5,2
Bjørnholt;SN18500;18.11.2016;2,9
Oslo - Blindern;SN18700;18.11.2016;6,2
Oslo - Hovin;SN18210;18.11.2016;7,5
Tryvannshøgda;SN18950;18.11.2016;1,9
Trondheim - Voll;SN68860;18.11.2016;2,2
Stavanger - Våland;SN44640;18.11.2016;6,5
Bergen - Florida;SN50540;18.11.2016;6,8
Bjørnholt;SN18500;19.11.2016;1,8
Oslo - Blindern;SN18700;19.11.2016;4,2
Oslo - Hovin;SN18210;19.11.2016;5,3
Tryvannshøgda;SN18950;19.11.2016;1
Trondheim - Voll;SN68860;19.11.2016;3,2
Stavanger - Våland;SN44640;19.11.2016;4,6
Bergen - Florida;SN50540;19.11.2016;4,9
Bjørnholt;SN18500;20.11.2016;0,8
Oslo - Blindern;SN18700;20.11.2016;4
Oslo - Hovin;SN18210;20.11.2016;4,8
Tryvannshøgda;SN18950;20.11.2016;0,3
Trondheim - Voll;SN68860;20.11.2016;3,3
Stavanger - Våland;SN44640;20.11.2016;5,5
Bergen - Florida;SN50540;20.11.2016;5,7
Bjørnholt;SN18500;21.11.2016;1
Oslo - Blindern;SN18700;21.11.2016;4
Oslo - Hovin;SN18210;21.11.2016;6,1
Tryvannshøgda;SN18950;21.11.2016;0,1
Trondheim - Voll;SN68860;21.11.2016;3,8
Stavanger - Våland;SN44640;21.11.2016;5,8
Bergen - Florida;SN50540;21.11.2016;5,3
Bjørnholt;SN18500;22.11.2016;3,8
Oslo - Blindern;SN18700;22.11.2016;6,1
Oslo - Hovin;SN18210;22.11.2016;6,5
Tryvannshøgda;SN18950;22.11.2016;3,7
Trondheim - Voll;SN68860;22.11.2016;3,1
Stavanger - Våland;SN44640;22.11.2016;11,5
Bergen - Florida;SN50540;22.11.2016;8,2
Bjørnholt;SN18500;23.11.2016;5,6
Oslo - Blindern;SN18700;23.11.2016;8,4
Oslo - Hovin;SN18210;23.11.2016;10,2
Tryvannshøgda;SN18950;23.11.2016;4,7
Trondheim - Voll;SN68860;23.11.2016;2,3
Stavanger - Våland;SN44640;23.11.2016;9,7
Bergen - Florida;SN50540;23.11.2016;8,6
Bjørnholt;SN18500;24.11.2016;2,1
Oslo - Blindern;SN18700;24.11.2016;5,9
Oslo - Hovin;SN18210;24.11.2016;6,7
Tryvannshøgda;SN18950;24.11.2016;1,6
Trondheim - Voll;SN68860;24.11.2016;2,6
Stavanger - Våland;SN44640;24.11.2016;8
Bergen - Florida;SN50540;24.11.2016;7,8
Bjørnholt;SN18500;25.11.2016;8
Oslo - Blindern;SN18700;25.11.2016;5,4
Oslo - Hovin;SN18210;25.11.2016;8,6
Tryvannshøgda;SN18950;25.11.2016;6,9
Trondheim - Voll;SN68860;25.11.2016;8,9
Stavanger - Våland;SN44640;25.11.2016;8,2
Bergen - Florida;SN50540;25.11.2016;8,6
Bjørnholt;SN18500;26.11.2016;8,4
Oslo - Blindern;SN18700;26.11.2016;9,1
Oslo - Hovin;SN18210;26.11.2016;11,5
Tryvannshøgda;SN18950;26.11.2016;7,5
Trondheim - Voll;SN68860;26.11.2016;8,8
Stavanger - Våland;SN44640;26.11.2016;9,1
Bergen - Florida;SN50540;26.11.2016;10,2
Bjørnholt;SN18500;27.11.2016;3,8
Oslo - Blindern;SN18700;27.11.2016;6,2
Oslo - Hovin;SN18210;27.11.2016;7
Tryvannshøgda;SN18950;27.11.2016;2,6
Trondheim - Voll;SN68860;27.11.2016;4
Stavanger - Våland;SN44640;27.11.2016;5,4
Bergen - Florida;SN50540;27.11.2016;5,6
Bjørnholt;SN18500;28.11.2016;0,5
Oslo - Blindern;SN18700;28.11.2016;2,4
Oslo - Hovin;SN18210;28.11.2016;3,2
Tryvannshøgda;SN18950;28.11.2016;-0,2
Trondheim - Voll;SN68860;28.11.2016;3,3
Stavanger - Våland;SN44640;28.11.2016;4,5
Bergen - Florida;SN50540;28.11.2016;2,2
Bjørnholt;SN18500;29.11.2016;0,3
Oslo - Blindern;SN18700;29.11.2016;-1,1
Oslo - Hovin;SN18210;29.11.2016;1,2
Tryvannshøgda;SN18950;29.11.2016;1
Trondheim - Voll;SN68860;29.11.2016;5,6
Stavanger - Våland;SN44640;29.11.2016;7
Bergen - Florida;SN50540;29.11.2016;7,3
Bjørnholt;SN18500;30.11.2016;1,5
Oslo - Blindern;SN18700;30.11.2016;3,8
Oslo - Hovin;SN18210;30.11.2016;5,3
Tryvannshøgda;SN18950;30.11.2016;1,1
Trondheim - Voll;SN68860;30.11.2016;3,1
Stavanger - Våland;SN44640;30.11.2016;6,5
Bergen - Florida;SN50540;30.11.2016;6,4
Bjørnholt;SN18500;01.12.2016;2
Oslo - Blindern;SN18700;01.12.2016;5,4
Oslo - Hovin;SN18210;01.12.2016;4,5
Tryvannshøgda;SN18950;01.12.2016;1,3
Trondheim - Voll;SN68860;01.12.2016;2,1
Stavanger - Våland;SN44640;01.12.2016;7,9
Bergen - Florida;SN50540;01.12.2016;7,7
Bjørnholt;SN18500;02.12.2016;4,1
Oslo - Blindern;SN18700;02.12.2016;5,3
Oslo - Hovin;SN18210;02.12.2016;6,9
Tryvannshøgda;SN18950;02.12.2016;1,2
Trondheim - Voll;SN68860;02.12.2016;3,8
Stavanger - Våland;SN44640;02.12.2016;4,7
Bergen - Florida;SN50540;02.12.2016;3,2
Bjørnholt;SN18500;03.12.2016;-1
Oslo - Blindern;SN18700;03.12.2016;0,3
Oslo - Hovin;SN18210;03.12.2016;2
Tryvannshøgda;SN18950;03.12.2016;0,8
Trondheim - Voll;SN68860;03.12.2016;2,5
Stavanger - Våland;SN44640;03.12.2016;5,5
Bergen - Florida;SN50540;03.12.2016;5,3
Bjørnholt;SN18500;04.12.2016;5,1
Oslo - Blindern;SN18700;04.12.2016;-0,2
Oslo - Hovin;SN18210;04.12.2016;0,8
Tryvannshøgda;SN18950;04.12.2016;5,5
Trondheim - Voll;SN68860;04.12.2016;7,9
Stavanger - Våland;SN44640;04.12.2016;7,3
Bergen - Florida;SN50540;04.12.2016;8,5
Bjørnholt;SN18500;05.12.2016;7,3
Oslo - Blindern;SN18700;05.12.2016;9
Oslo - Hovin;SN18210;05.12.2016;9,9
Tryvannshøgda;SN18950;05.12.2016;6,2
Trondheim - Voll;SN68860;05.12.2016;8
Stavanger - Våland;SN44640;05.12.2016;7,5
Bergen - Florida;SN50540;05.12.2016;8,2
Bjørnholt;SN18500;06.12.2016;-1,6
Oslo - Blindern;SN18700;06.12.2016;3,9
Oslo - Hovin;SN18210;06.12.2016;4,5
Tryvannshøgda;SN18950;06.12.2016;1,6
Trondheim - Voll;SN68860;06.12.2016;2,4
Stavanger - Våland;SN44640;06.12.2016;7,5
Bergen - Florida;SN50540;06.12.2016;5,3
Bjørnholt;SN18500;07.12.2016;2,4
Oslo - Blindern;SN18700;07.12.2016;4
Oslo - Hovin;SN18210;07.12.2016;5,2
Tryvannshøgda;SN18950;07.12.2016;2,2
Trondheim - Voll;SN68860;07.12.2016;1,1
Stavanger - Våland;SN44640;07.12.2016;9,7
Bergen - Florida;SN50540;07.12.2016;9,2
Bjørnholt;SN18500;08.12.2016;9,7
Oslo - Blindern;SN18700;08.12.2016;11,5
Oslo - Hovin;SN18210;08.12.2016;12,9
Tryvannshøgda;SN18950;08.12.2016;8,5
Trondheim - Voll;SN68860;08.12.2016;7,6
Stavanger - Våland;SN44640;08.12.2016;10,2
Bergen - Florida;SN50540;08.12.2016;11,3
Bjørnholt;SN18500;09.12.2016;7,9
Oslo - Blindern;SN18700;09.12.2016;6,2
Oslo - Hovin;SN18210;09.12.2016;8,9
Tryvannshøgda;SN18950;09.12.2016;7,7
Trondheim - Voll;SN68860;09.12.2016;7,7
Stavanger - Våland;SN44640;09.12.2016;8,6
Bergen - Florida;SN50540;09.12.2016;9,8
Bjørnholt;SN18500;10.12.2016;6,2
Oslo - Blindern;SN18700;10.12.2016;4,4
Oslo - Hovin;SN18210;10.12.2016;5,8
Tryvannshøgda;SN18950;10.12.2016;6,4
Trondheim - Voll;SN68860;10.12.2016;1,8
Stavanger - Våland;SN44640;10.12.2016;8,9
Bergen - Florida;SN50540;10.12.2016;9,2
Bjørnholt;SN18500;11.12.2016;-0,4
Oslo - Blindern;SN18700;11.12.2016;1,8
Oslo - Hovin;SN18210;11.12.2016;2,8
Tryvannshøgda;SN18950;11.12.2016;0,6
Trondheim - Voll;SN68860;11.12.2016;-0,6
Stavanger - Våland;SN44640;11.12.2016;7,6
Bergen - Florida;SN50540;11.12.2016;8,6
Bjørnholt;SN18500;12.12.2016;-2,7
Oslo - Blindern;SN18700;12.12.2016;0,3
Oslo - Hovin;SN18210;12.12.2016;1,7
Tryvannshøgda;SN18950;12.12.2016;-3,5
Trondheim - Voll;SN68860;12.12.2016;-3,4
Stavanger - Våland;SN44640;12.12.2016;5,9
Bergen - Florida;SN50540;12.12.2016;6,3
Bjørnholt;SN18500;13.12.2016;1
Oslo - Blindern;SN18700;13.12.2016;0,2
Oslo - Hovin;SN18210;13.12.2016;2,2
Tryvannshøgda;SN18950;13.12.2016;3,2
Trondheim - Voll;SN68860;13.12.2016;4,4
Stavanger - Våland;SN44640;13.12.2016;7,4
Bergen - Florida;SN50540;13.12.2016;7,8
Bjørnholt;SN18500;14.12.2016;-0,6
Oslo - Blindern;SN18700;14.12.2016;0,2
Oslo - Hovin;SN18210;14.12.2016;1,2
Tryvannshøgda;SN18950;14.12.2016;3,1
Trondheim - Voll;SN68860;14.12.2016;4,5
Stavanger - Våland;SN44640;14.12.2016;6,9
Bergen - Florida;SN50540;14.12.2016;6,2
Bjørnholt;SN18500;15.12.2016;-5
Oslo - Blindern;SN18700;15.12.2016;-3,1
Oslo - Hovin;SN18210;15.12.2016;-1,8
Tryvannshøgda;SN18950;15.12.2016;-1,2
Trondheim - Voll;SN68860;15.12.2016;0,3
Stavanger - Våland;SN44640;15.12.2016;9
Bergen - Florida;SN50540;15.12.2016;9,4
Bjørnholt;SN18500;16.12.2016;-1
Oslo - Blindern;SN18700;16.12.2016;0,2
Oslo - Hovin;SN18210;16.12.2016;1,3
Tryvannshøgda;SN18950;16.12.2016;0
Trondheim - Voll;SN68860;16.12.2016;0,7
Stavanger - Våland;SN44640;16.12.2016;9,2
Bergen - Florida;SN50540;16.12.2016;10,7
Bjørnholt;SN18500;17.12.2016;-1,4
Oslo - Blindern;SN18700;17.12.2016;0,3
Oslo - Hovin;SN18210;17.12.2016;1,5
Tryvannshøgda;SN18950;17.12.2016;0
Trondheim - Voll;SN68860;17.12.2016;2,3
Stavanger - Våland;SN44640;17.12.2016;7,8
Bergen - Florida;SN50540;17.12.2016;7,9
Bjørnholt;SN18500;18.12.2016;-1,7
Oslo - Blindern;SN18700;18.12.2016;-1,4
Oslo - Hovin;SN18210;18.12.2016;-0,1
Tryvannshøgda;SN18950;18.12.2016;0,8
Trondheim - Voll;SN68860;18.12.2016;3,6
Stavanger - Våland;SN44640;18.12.2016;7,3
Bergen - Florida;SN50540;18.12.2016;7,2
Bjørnholt;SN18500;19.12.2016;0,9
Oslo - Blindern;SN18700;19.12.2016;2,6
Oslo - Hovin;SN18210;19.12.2016;3,2
Tryvannshøgda;SN18950;19.12.2016;7,1
Trondheim - Voll;SN68860;19.12.2016;10,2
Stavanger - Våland;SN44640;19.12.2016;7,6
Bergen - Florida;SN50540;19.12.2016;9
Bjørnholt;SN18500;20.12.2016;2,6
Oslo - Blindern;SN18700;20.12.2016;4,5
Oslo - Hovin;SN18210;20.12.2016;5,7
Tryvannshøgda;SN18950;20.12.2016;1,8
Trondheim - Voll;SN68860;20.12.2016;8,4
Stavanger - Våland;SN44640;20.12.2016;8
Bergen - Florida;SN50540;20.12.2016;8,5
Bjørnholt;SN18500;21.12.2016;3,4
Oslo - Blindern;SN18700;21.12.2016;5,5
Oslo - Hovin;SN18210;21.12.2016;6,8
Tryvannshøgda;SN18950;21.12.2016;2,5
Trondheim - Voll;SN68860;21.12.2016;8,9
Stavanger - Våland;SN44640;21.12.2016;7,5
Bergen - Florida;SN50540;21.12.2016;7,8
Bjørnholt;SN18500;22.12.2016;3,2
Oslo - Blindern;SN18700;22.12.2016;5,7
Oslo - Hovin;SN18210;22.12.2016;6,9
Tryvannshøgda;SN18950;22.12.2016;2,1
Trondheim - Voll;SN68860;22.12.2016;5,4
Stavanger - Våland;SN44640;22.12.2016;7,4
Bergen - Florida;SN50540;22.12.2016;7,7
Bjørnholt;SN18500;23.12.2016;1,4
Oslo - Blindern;SN18700;23.12.2016;4,2
Oslo - Hovin;SN18210;23.12.2016;5,4
Tryvannshøgda;SN18950;23.12.2016;0,7
Trondheim - Voll;SN68860;23.12.2016;2,8
Stavanger - Våland;SN44640;23.12.2016;7,1
Bergen - Florida;SN50540;23.12.2016;6,4
Bjørnholt;SN18500;24.12.2016;4,7
Oslo - Blindern;SN18700;24.12.2016;6,5
Oslo - Hovin;SN18210;24.12.2016;7,8
Tryvannshøgda;SN18950;24.12.2016;3,9
Trondheim - Voll;SN68860;24.12.2016;4,9
Stavanger - Våland;SN44640;24.12.2016;7,9
Bergen - Florida;SN50540;24.12.2016;7
Bjørnholt;SN18500;25.12.2016;3,5
Oslo - Blindern;SN18700;25.12.2016;5,1
Oslo - Hovin;SN18210;25.12.2016;6,5
Tryvannshøgda;SN18950;25.12.2016;2,2
Trondheim - Voll;SN68860;25.12.2016;4,5
Stavanger - Våland;SN44640;25.12.2016;9,7
Bergen - Florida;SN50540;25.12.2016;10,3
Bjørnholt;SN18500;26.12.2016;5,2
Oslo - Blindern;SN18700;26.12.2016;5,8
Oslo - Hovin;SN18210;26.12.2016;8,8
Tryvannshøgda;SN18950;26.12.2016;3,4
Trondheim - Voll;SN68860;26.12.2016;5,2
Stavanger - Våland;SN44640;26.12.2016;9,6
Bergen - Florida;SN50540;26.12.2016;9,6
Bjørnholt;SN18500;27.12.2016;5
Oslo - Blindern;SN18700;27.12.2016;8,1
Oslo - Hovin;SN18210;27.12.2016;8,7
Tryvannshøgda;SN18950;27.12.2016;4
Trondheim - Voll;SN68860;27.12.2016;3,5
Stavanger - Våland;SN44640;27.12.2016;7
Bergen - Florida;SN50540;27.12.2016;7,4
Bjørnholt;SN18500;28.12.2016;1,5
Oslo - Blindern;SN18700;28.12.2016;0,2
Oslo - Hovin;SN18210;28.12.2016;1,7
Tryvannshøgda;SN18950;28.12.2016;3,6
Trondheim - Voll;SN68860;28.12.2016;4,9
Stavanger - Våland;SN44640;28.12.2016;7,3
Bergen - Florida;SN50540;28.12.2016;6,9
Bjørnholt;SN18500;29.12.2016;-0,4
Oslo - Blindern;SN18700;29.12.2016;0,5
Oslo - Hovin;SN18210;29.12.2016;1,1
Tryvannshøgda;SN18950;29.12.2016;3,9
Trondheim - Voll;SN68860;29.12.2016;7,6
Stavanger - Våland;SN44640;29.12.2016;7
Bergen - Florida;SN50540;29.12.2016;8
Bjørnholt;SN18500;30.12.2016;4,3
Oslo - Blindern;SN18700;30.12.2016;6,1
Oslo - Hovin;SN18210;30.12.2016;7,7
Tryvannshøgda;SN18950;30.12.2016;3,6
Trondheim - Voll;SN68860;30.12.2016;9,5
Stavanger - Våland;SN44640;30.12.2016;8,8
Bergen - Florida;SN50540;30.12.2016;9,8
Bjørnholt;SN18500;31.12.2016;6,2
Oslo - Blindern;SN18700;31.12.2016;8,3
Oslo - Hovin;SN18210;31.12.2016;9,4
Tryvannshøgda;SN18950;31.12.2016;5,6
Trondheim - Voll;SN68860;31.12.2016;5,2
Stavanger - Våland;SN44640;31.12.2016;9,1
Bergen - Florida;SN50540;31.12.2016;8,6
Bjørnholt;SN18500;01.01.2017;2,4
Oslo - Blindern;SN18700;01.01.2017;5,1
Oslo - Hovin;SN18210;01.01.2017;5,7
Tryvannshøgda;SN18950;01.01.2017;3,7
Trondheim - Voll;SN68860;01.01.2017;3,3
Stavanger - Våland;SN44640;01.01.2017;6,7
Bergen - Florida;SN50540;01.01.2017;5,5
Bjørnholt;SN18500;02.01.2017;0,1
Oslo - Blindern;SN18700;02.01.2017;2,9
Oslo - Hovin;SN18210;02.01.2017;3,3
Tryvannshøgda;SN18950;02.01.2017;-1,1
Trondheim - Voll;SN68860;02.01.2017;0,5
Stavanger - Våland;SN44640;02.01.2017;2,3
Bergen - Florida;SN50540;02.01.2017;1,7
Bjørnholt;SN18500;03.01.2017;-0,7
Oslo - Blindern;SN18700;03.01.2017;2,3
Oslo - Hovin;SN18210;03.01.2017;1,1
Tryvannshøgda;SN18950;03.01.2017;-1,2
Trondheim - Voll;SN68860;03.01.2017;0,5
Stavanger - Våland;SN44640;03.01.2017;6,8
Bergen - Florida;SN50540;03.01.2017;6,4
Bjørnholt;SN18500;04.01.2017;-1,6
Oslo - Blindern;SN18700;04.01.2017;1,9
Oslo - Hovin;SN18210;04.01.2017;0,4
Tryvannshøgda;SN18950;04.01.2017;-0,9
Trondheim - Voll;SN68860;04.01.2017;0,1
Stavanger - Våland;SN44640;04.01.2017;4,8
Bergen - Florida;SN50540;04.01.2017;4,8
Bjørnholt;SN18500;05.01.2017;-7,5
Oslo - Blindern;SN18700;05.01.2017;-5,2
Oslo - Hovin;SN18210;05.01.2017;-4,1
Tryvannshøgda;SN18950;05.01.2017;-8,9
Trondheim - Voll;SN68860;05.01.2017;-6,9
Stavanger - Våland;SN44640;05.01.2017;0,4
Bergen - Florida;SN50540;05.01.2017;0,3
Bjørnholt;SN18500;06.01.2017;-2,2
Oslo - Blindern;SN18700;06.01.2017;-0,4
Oslo - Hovin;SN18210;06.01.2017;0,9
Tryvannshøgda;SN18950;06.01.2017;-2,8
Trondheim - Voll;SN68860;06.01.2017;2,4
Stavanger - Våland;SN44640;06.01.2017;5,1
Bergen - Florida;SN50540;06.01.2017;4,4
Bjørnholt;SN18500;07.01.2017;0,8
Oslo - Blindern;SN18700;07.01.2017;3
Oslo - Hovin;SN18210;07.01.2017;4,4
Tryvannshøgda;SN18950;07.01.2017;0
Trondheim - Voll;SN68860;07.01.2017;2,8
Stavanger - Våland;SN44640;07.01.2017;7,3
Bergen - Florida;SN50540;07.01.2017;6,7
Bjørnholt;SN18500;08.01.2017;-3,4
Oslo - Blindern;SN18700;08.01.2017;-1,6
Oslo - Hovin;SN18210;08.01.2017;-1,1
Tryvannshøgda;SN18950;08.01.2017;2,5
Trondheim - Voll;SN68860;08.01.2017;5,4
Stavanger - Våland;SN44640;08.01.2017;7,2
Bergen - Florida;SN50540;08.01.2017;6,1
Bjørnholt;SN18500;09.01.2017;4,7
Oslo - Blindern;SN18700;09.01.2017;2,7
Oslo - Hovin;SN18210;09.01.2017;4,5
Tryvannshøgda;SN18950;09.01.2017;5,1
Trondheim - Voll;SN68860;09.01.2017;5,1
Stavanger - Våland;SN44640;09.01.2017;7,2
Bergen - Florida;SN50540;09.01.2017;7,6
Bjørnholt;SN18500;10.01.2017;2,9
Oslo - Blindern;SN18700;10.01.2017;4,6
Oslo - Hovin;SN18210;10.01.2017;6
Tryvannshøgda;SN18950;10.01.2017;2,2
Trondheim - Voll;SN68860;10.01.2017;7,2
Stavanger - Våland;SN44640;10.01.2017;7,2
Bergen - Florida;SN50540;10.01.2017;7,5
Bjørnholt;SN18500;11.01.2017;3
Oslo - Blindern;SN18700;11.01.2017;5,5
Oslo - Hovin;SN18210;11.01.2017;6,4
Tryvannshøgda;SN18950;11.01.2017;2
Trondheim - Voll;SN68860;11.01.2017;6,2
Stavanger - Våland;SN44640;11.01.2017;6,8
Bergen - Florida;SN50540;11.01.2017;6,7
Bjørnholt;SN18500;12.01.2017;0
Oslo - Blindern;SN18700;12.01.2017;2,8
Oslo - Hovin;SN18210;12.01.2017;4,7
Tryvannshøgda;SN18950;12.01.2017;-1,1
Trondheim - Voll;SN68860;12.01.2017;1,5
Stavanger - Våland;SN44640;12.01.2017;5,2
Bergen - Florida;SN50540;12.01.2017;5,2
Bjørnholt;SN18500;13.01.2017;-0,3
Oslo - Blindern;SN18700;13.01.2017;1,8
Oslo - Hovin;SN18210;13.01.2017;4,1
Tryvannshøgda;SN18950;13.01.2017;-1,3
Trondheim - Voll;SN68860;13.01.2017;1
Stavanger - Våland;SN44640;13.01.2017;4
Bergen - Florida;SN50540;13.01.2017;4,1
Bjørnholt;SN18500;14.01.2017;-2,9
Oslo - Blindern;SN18700;14.01.2017;0,4
Oslo - Hovin;SN18210;14.01.2017;1,6
Tryvannshøgda;SN18950;14.01.2017;-2,6
Trondheim - Voll;SN68860;14.01.2017;1,3
Stavanger - Våland;SN44640;14.01.2017;3,2
Bergen - Florida;SN50540;14.01.2017;2,3
Bjørnholt;SN18500;15.01.2017;-4,1
Oslo - Blindern;SN18700;15.01.2017;-0,6
Oslo - Hovin;SN18210;15.01.2017;0,5
Tryvannshøgda;SN18950;15.01.2017;-3,9
Trondheim - Voll;SN68860;15.01.2017;-1
Stavanger - Våland;SN44640;15.01.2017;-0,5
Bergen - Florida;SN50540;15.01.2017;-1,2
Bjørnholt;SN18500;16.01.2017;-4
Oslo - Blindern;SN18700;16.01.2017;-0,2
Oslo - Hovin;SN18210;16.01.2017;1,8
Tryvannshøgda;SN18950;16.01.2017;-2,2
Trondheim - Voll;SN68860;16.01.2017;-0,1
Stavanger - Våland;SN44640;16.01.2017;0,7
Bergen - Florida;SN50540;16.01.2017;1,4
Bjørnholt;SN18500;17.01.2017;-3,2
Oslo - Blindern;SN18700;17.01.2017;-1,8
Oslo - Hovin;SN18210;17.01.2017;0
Tryvannshøgda;SN18950;17.01.2017;-0,2
Trondheim - Voll;SN68860;17.01.2017;4,3
Stavanger - Våland;SN44640;17.01.2017;5,8
Bergen - Florida;SN50540;17.01.2017;5,8
Bjørnholt;SN18500;18.01.2017;1,4
Oslo - Blindern;SN18700;18.01.2017;-1,8
Oslo - Hovin;SN18210;18.01.2017;0
Tryvannshøgda;SN18950;18.01.2017;5,6
Trondheim - Voll;SN68860;18.01.2017;7,7
Stavanger - Våland;SN44640;18.01.2017;7
Bergen - Florida;SN50540;18.01.2017;7,2
Bjørnholt;SN18500;19.01.2017;8
Oslo - Blindern;SN18700;19.01.2017;2,6
Oslo - Hovin;SN18210;19.01.2017;4,8
Tryvannshøgda;SN18950;19.01.2017;6,8
Trondheim - Voll;SN68860;19.01.2017;7,7
Stavanger - Våland;SN44640;19.01.2017;7,5
Bergen - Florida;SN50540;19.01.2017;9
Bjørnholt;SN18500;20.01.2017;8,3
Oslo - Blindern;SN18700;20.01.2017;5,4
Oslo - Hovin;SN18210;20.01.2017;8,1
Tryvannshøgda;SN18950;20.01.2017;7,2
Trondheim - Voll;SN68860;20.01.2017;6,5
Stavanger - Våland;SN44640;20.01.2017;7,4
Bergen - Florida;SN50540;20.01.2017;9
Bjørnholt;SN18500;21.01.2017;5,9
Oslo - Blindern;SN18700;21.01.2017;5,3
Oslo - Hovin;SN18210;21.01.2017;8
Tryvannshøgda;SN18950;21.01.2017;7,1
Trondheim - Voll;SN68860;21.01.2017;6,3
Stavanger - Våland;SN44640;21.01.2017;7
Bergen - Florida;SN50540;21.01.2017;8
Bjørnholt;SN18500;22.01.2017;-0,5
Oslo - Blindern;SN18700;22.01.2017;1,1
Oslo - Hovin;SN18210;22.01.2017;1,8
Tryvannshøgda;SN18950;22.01.2017;4
Trondheim - Voll;SN68860;22.01.2017;5,7
Stavanger - Våland;SN44640;22.01.2017;4,7
Bergen - Florida;SN50540;22.01.2017;5,5
Bjørnholt;SN18500;23.01.2017;0,3
Oslo - Blindern;SN18700;23.01.2017;0,2
Oslo - Hovin;SN18210;23.01.2017;1,2
Tryvannshøgda;SN18950;23.01.2017;3,4
Trondheim - Voll;SN68860;23.01.2017;5,2
Stavanger - Våland;SN44640;23.01.2017;5,6
Bergen - Florida;SN50540;23.01.2017;6,1
Bjørnholt;SN18500;24.01.2017;-1,5
Oslo - Blindern;SN18700;24.01.2017;-1,5
Oslo - Hovin;SN18210;24.01.2017;-0,6
Tryvannshøgda;SN18950;24.01.2017;1,8
Trondheim - Voll;SN68860;24.01.2017;3,4
Stavanger - Våland;SN44640;24.01.2017;6,3
Bergen - Florida;SN50540;24.01.2017;6,1
Bjørnholt;SN18500;25.01.2017;-0,1
Oslo - Blindern;SN18700;25.01.2017;0,7
